Title,Company,Location,Created,Category,Description,URL,Latitude,Longitude,BestJobRole
Mechanical Design Engineer,Aroleap,"Bangalore, Karnataka",2025-07-20T07:58:59Z,Engineering Jobs,"Company Description Aroleap aims to democratize data-driven personal training with its flagship product, Aroleap X, an intelligent strength training machine designed to make fitness a lifestyle by removing confusion around what to do and how to do it. Our products are indigenously developed and manufactured. Aroleap was founded by former IIT Delhi graduates and is backed by top-tier VCs. Role Description This is a full-time on-site role located in Bengaluru for a Mechanical Design Engineer. The…",https://www.adzuna.in/details/5313132724?utm_medium=api&utm_source=c8890522,12.9881567,77.6226,Mechanical Designer – Thermal Management Systems
Mechanical Design Engineer,Vandewiele-Savio India Private Limited,"Coimbatore, Tamil Nadu",2025-07-20T07:57:51Z,Engineering Jobs,"Roles & Responsibilities: Design and develop complete special purpose machines (SPMs), automation systems , or mechanical equipment from concept to production stage. Translate customer/functional requirements into mechanical design concepts and layout plans. Develop 3D models, assemblies, and detailed 2D drawings using CAD software like Solid Edge, SolidWorks, Inventor, AutoCAD . Select appropriate materials, actuators, mechanical systems, and components (gears, bearings, guides, cylinders, etc…",https://www.adzuna.in/details/5313127837?utm_medium=api&utm_source=c8890522,11.017171,77.100203,Mechanical Designer – Thermal Management Systems
Mechanical Design Engineer,New Era Machines,"Ludhiana, Punjab",2025-07-07T09:16:56Z,Engineering Jobs,"Job Title: Mechanical Design Engineer Experience: 3–6 Years Location: Ludhiana, Punjab Employment Type: Full-Time Education: Bachelor’s Degree in Mechanical Engineering (B.E./B.Tech) – Mandatory About New Era: New Era is a leading manufacturer of state-of-the-art food processing machinery, specializing in bakery and biscuit production lines. With a legacy of engineering excellence, we combine precision design, innovative automation, and global service standards to deliver world-class machinery …",https://www.adzuna.in/details/5289690977?utm_medium=api&utm_source=c8890522,30.87515,76.0744,Mechanical Designer – Home Automation Controllers
Mechanical Design Engineer,L&T Technology Services,"Chennai, Tamil Nadu",2025-07-20T07:58:22Z,Engineering Jobs,"Job Description: Mechanical Design Engineer (Structural Design) Overview: We are seeking a highly skilled and motivated Mechanical Design Engineer with a strong background in structural design to join our dynamic team. The ideal candidate will have a passion for engineering excellence, a keen eye for detail, and the ability to work collaboratively within a multidisciplinary environment. This position offers an exciting opportunity to design structural components for Turbo machinery products inc…",https://www.adzuna.in/details/5313129600?utm_medium=api&utm_source=c8890522,13.06041,80.24963,Mechanical Designer – Thermal Management Systems
Junior mechanical designer,HCLTech,"Chennai, Tamil Nadu",2025-07-07T09:16:12Z,Engineering Jobs,"Greetings from HCL Exciting Opportunity at HCL Technologies, Chennai! Interested candidates must be available for Face-To-Face drive in Chennai on 05-July-25 (Saturday) Join a team that values innovation, growth, and impactful work. Don't miss the chance to work with cutting-edge projects and be a part of something transformative! Position: Mechanical Design Engineer Qualification: BTech/BE Mechanical Experience: 3-7 years Walkin Date: 05-July-25 Timing: 9am - 12pm Venue: HCL, Sez 602 /3 Sholin…",https://www.adzuna.in/details/5289689430?utm_medium=api&utm_source=c8890522,13.06041,80.24963,Mechanical Designer – Thermal Management Systems
Mechanical Design Engineer,Vanderlande Industries,"N I B M, Pune",2025-07-12T02:27:28Z,Engineering Jobs,"Job Title Mechanical Design Engineer Job Description Job description: Mechanical Design Engineer Company profile Toyota Industries Corporation (TICO), manufactures and sells material handling solutions for customers throughout the world. Toyota Material Handling Group (TMHG), the material handling equipment business unit of TICO, focuses on the development and sales for material handling solutions such as forklifts, energy storage, digital technologies, and automation. Recently the decision was…",https://www.adzuna.in/details/5298577180?utm_medium=api&utm_source=c8890522,18.47155,73.88405,Mechanical Designer – Energy Storage Systems
Mechanical Design Engineer,SK HR Consultants,"Bangalore, Karnataka",2025-07-03T20:42:38Z,Engineering Jobs,"Job Description – Mechanical Design Engineer Location: Bengaluru Mechanical design engineer worked on design & development of automotive / Industrial related projects, experienced in 3D modelling / Sheet metal / Weldments / Manufacturing drawings / Casting & Forgings • Good knowledge in automotive domain (Preferably Trailers / Heavy Body Building) . • Good knowledge of manufacturing processes . • Good knowledge of modelling methodology and best practices using Autodesk Inventor. • Good in devel…",https://www.adzuna.in/details/5281931940?utm_medium=api&utm_source=c8890522,12.9881567,77.6226,Mechanical Designer – Automotive Infotainment Chassis
Mechanical Design Engineer,EMotorad,"Pune, Maharashtra",2025-07-21T08:03:13Z,Engineering Jobs,"Company Description: We see ourselves as a bunch of crazy maniacs who refuse to understand ""It Can Not Happen"". People know us for building the most awesome e-bikes (electric bicycles) but, how we see it is ""We believe we are changing the world, one e-bike at a time, and playing a part in bringing India to the Global map for EVs."" The company aims to bring across top-quality eBikes which would currently cost way more in the Indian market at an affordable price utilizing its local sourcing and m…",https://www.adzuna.in/details/5314143752?utm_medium=api&utm_source=c8890522,18.5062,73.84735,Mechanical Designer – Thermal Management Systems
Mechanical Design Engineer,NOV,"Navi Mumbai, Maharashtra",2025-07-01T20:28:53Z,Engineering Jobs,"Description We are seeking a highly skilled and motivated Mechanical Design Engineer to join our dynamic engineering team. The ideal candidate will utilize SolidWorks® CAD software to design and develop both standard and customized products, create accurate design documentation, and support manufacturing teams in the execution of new designs. This role is instrumental in improving product quality, reducing costs, and increasing production throughput. Key Responsibilities Create detailed custome…",https://www.adzuna.in/details/5277828104?utm_medium=api&utm_source=c8890522,19.02,73.02,Mechanical Designer – Thermal Management Systems
Mechanical Design Engineer,Tekno Valves,"North 24 Parganas, West Bengal",2025-07-07T09:13:11Z,Engineering Jobs,"OVERVIEW An opportunity for a career as a ""Design In charge"" in design & development of Gas Cylinder Valve exported to 68 countries and looking to steepen the learning & growth curve. Must have a versatile profile with above average intelligence and excellent communication skill along with being a quick learner. COMPETENCY Diploma in Mechanical Engineering (or equivalent) or above Minimum 2 years working experience in mechanical design Proficiency in AutoCAD Mechanical Proficiency in SolidWorks…",https://www.adzuna.in/details/5289683414?utm_medium=api&utm_source=c8890522,22.38415,88.4467,Mechanical Design Engineer – Defense Communication Systems
Mechanical Design Engineer,Allianze Infosoft,"Ernakulam, Kerala",2025-07-20T07:57:43Z,Engineering Jobs,"About the Company : Allianze Infosoft is a globally recognized software development company in India. The certified company serves businesses across the USA, UK, and Canada, empowers them with innovation and expertise. With offices in the US and UK, Allianze Infosoft specializes in software development, Engineering ,Digital marketing, and mobile & web app development. About the Role : We are seeking skilled Mechanical & Electrical Engineers with hands-on experience in SolidWorks and AutoCAD to …",https://www.adzuna.in/details/5313127009?utm_medium=api&utm_source=c8890522,10.10845,76.302,Mechanical Designer – Thermal Management Systems
Mechanical Design Engineer,WSP in India,"Bangalore, Karnataka",2025-07-14T09:35:28Z,Engineering Jobs,"Job Description Role Summary The production of mechanical building services designs predominantly for Railway Stations and other Railway Buildings, working individually or as part of a team. Responsibilities The applicant shall have proven experience in the HVAC design of Railway Station Building Services with significant experience in a similar role or demonstration of a good track record. Carryout heat load calculations, Duct & pipe sizing and pressure drop calculations. Carryout HVAC Equipme…",https://www.adzuna.in/details/5301588939?utm_medium=api&utm_source=c8890522,12.9881567,77.6226,Mechanical Designer – Railway Signaling Equipment
Mechanical Design Engineer,ABB,"Vadodara, Gujarat",2025-07-17T08:38:20Z,Engineering Jobs,"At ABB, we help industries outrun - leaner and cleaner. Here, progress is an expectation - for you, your team, and the world. As a global market leader, we’ll give you what you need to make it happen. It won’t always be easy, growing takes grit. But at ABB, you’ll never run alone. Run what runs the world. This Position reports to: Senior Designer Your Role And Responsibilities In this role, you will have the opportunity to act as a design authority for an engineering discipline with low to medi…",https://www.adzuna.in/details/5307632040?utm_medium=api&utm_source=c8890522,22.2891,73.1924,Mechanical Designer – Thermal Management Systems
Mechanical Design Engineer,VVDN Technologies,"Nsg Camp Manesar, Gurgaon",2025-07-20T07:58:13Z,Engineering Jobs,"Location : Manesar (On-site) Experience : 4-6 Years Job Description : Understand the complete mechanical design cycle of a product (Concept Generation, Detail Design, Testing, Manufacturing Knowledge of agile and rapid prototyping techniques to meet tight program schedules Willingness to work closely with production manufacturing team and vendors to deliver timely cost effective and reliable designs Should be able to work with hardware design team Experience in Audio-Video / Multimedia Consumer…",https://www.adzuna.in/details/5313128555?utm_medium=api&utm_source=c8890522,28.3148,76.90645,Mechanical Design Engineer – Consumer Electronics Housings
Mechanical Design Engineer,makertsrive engineering,"Pune, Maharashtra",2025-07-03T20:35:57Z,Engineering Jobs,"Company Overview MakerStrive Engineering Pvt Ltd, headquartered in Pune, is a prominent entity in the engineering and R&D domain. Specializing in detailed design, simulation, prototype testing, and project management consultancy, we cater to diverse industries including Defence, Nuclear, Marine, Oil and Gas, and Heavy Engineering. Recognized for our dedication to quality and transparency, we have built lasting trust with our clients. Join us to contribute to cutting-edge engineering solutions. …",https://www.adzuna.in/details/5281918818?utm_medium=api&utm_source=c8890522,18.5062,73.84735,Mechanical Designer – Thermal Management Systems
Mechanical Design Engineer,Crimson Energy Experts Pvt Ltd,"Mumbai, Maharashtra",2025-07-14T09:36:13Z,Engineering Jobs,"About Crimson Energy Experts Crimson Energy Experts is a fast-growing engineering and technology firm delivering advanced energy, safety-IoT, and industrial-automation solutions across India. Our 80-plus team of engineers, data scientists, and project managers works on cutting-edge platforms—from smart fire-detection ( REDRAVEN ) to AI-enabled industrial security—helping clients boost efficiency, safety, and sustainability. Join us as we scale new innovations in mechanical systems and expand ou…",https://www.adzuna.in/details/5301591955?utm_medium=api&utm_source=c8890522,19.00821,72.84415,Mechanical Designer – Energy Storage Systems
Mechanical Design Engineer,Nextracker India,India,2025-07-22T02:36:53Z,Engineering Jobs,"Job Description: The Mechanical Engineer, Product Lifecycle Management will be based in Hyderabad, India . In this position, you will report to the Manager, Mechanical Engineering & PLM and will be responsible for managing design and draft work, in support of projects set in Hyderabad or HQ(Fremont) Engineering. Watch “ Culture is our Passion ” to learn more about us. We are looking for someone who demonstrates: Passionate drive to innovate and create Integrity to the core Enthusiastic customer…",https://www.adzuna.in/details/5315547870?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Mechanical Designer – Thermal Management Systems
Mechanical Design Engineer,Maswer Group,"Pune, Maharashtra",2025-07-14T09:36:27Z,Engineering Jobs,"We are looking for Qualified and experienced Mechanical Design Engineers for our customer’s newly established Pune Engineering office in India. As a key member of the Galley or Lavatory Integrated Project Team, you will play a crucial role in new customer introductions, new product development, and sustaining activities. This position requires expertise in top-level assembly creation using CATIA V5 and AutoCAD proficiency in supporting workflows within the PLM system, and meticulous attention t…",https://www.adzuna.in/details/5301593093?utm_medium=api&utm_source=c8890522,18.5062,73.84735,Mechanical Designer – Thermal Management Systems
Mechanical Design Engineer,Applied Materials India,India,2025-07-13T02:30:10Z,Engineering Jobs,"Who We Are Applied Materials is the global leader in materials engineering solutions used to produce virtually every new chip and advanced display in the world. We design, build and service cutting-edge equipment that helps our customers manufacture display and semiconductor chips – the brains of devices we use every day. As the foundation of the global electronics industry, Applied enables the exciting technologies that literally connect our world – like AI and IoT. If you want to work beyond …",https://www.adzuna.in/details/5300201668?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Mechanical Design Engineer – Consumer Electronics Housings
Mechanical Design Engineer,HCLTech,"Bangalore, Karnataka",2025-06-25T10:04:27Z,Engineering Jobs,"Dear Connection, Greetings from HCL Tech Here is an exciting career opportunity at HCL. An excellent opportunity to engulfs you with us. Join us for the Walkin Drive. Date: 28-June-25 (Saturday) 9am - 2pm Drive Location: Bangalore Venue : HCL Tech, 8th floor Cafeteria, Unit –B, Itpl Aviator Building, Whitefield Road, SEZ, Bengaluru, Karnataka 560066 Contact Person: Nivetha Please share your updated resume to n.nivetha@hcltech.com with below details. Total Experience: Relevant Experience: Curren…",https://www.adzuna.in/details/5266676390?utm_medium=api&utm_source=c8890522,12.9881567,77.6226,Mechanical Designer – Thermal Management Systems
Mechanical Design Engineer,Hillenbrand,India,2025-07-22T02:37:27Z,Engineering Jobs,"Position Summary: The Mechanical Design engineer will be responsible for producing general assembly drawings/models, manufacturing drawings, and associated engineering documentation. Due to advanced technical knowledge the incumbent will be expected to provide technical assistance, coaching, and mentoring to other Designers. Work You’ll Do: Perform tolerance analysis on designs; identify appropriate basic tolerances and Geometric Dimensioning and Tolerancing (GD&T) to satisfy the design require…",https://www.adzuna.in/details/5315548202?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Mechanical Designer – Thermal Management Systems
Mechanical Design Engineer,Kay Iron Works  Pvt. Ltd.,"Yamunanagar, Haryana",2025-07-20T07:58:53Z,Engineering Jobs,"The ideal candidate will create, draft, and design product layouts and schemes using customer specification and recommendations.This individual will test products and make adjustments where necessary. Responsibilities Designing and Drafting components in AutoCAD. Assess the feasibility of product design Qualifications Bachelor's degree in Mechanical Engineering or related field 4 years' of industry experience Strong knowledge of mechanical parts and computer-aided design",https://www.adzuna.in/details/5313131959?utm_medium=api&utm_source=c8890522,30.0835,77.2654,Mechanical Designer – Handheld Test Equipment
Mechanical Design Engineer,L&T Technology Services,"Vadodara, Gujarat",2025-06-25T10:03:38Z,Engineering Jobs,"Candidate with 2-4 years of experience are welcomed Responsibilities Work experience in CAD software Creo and Solid works Experience in development and design in mechanical components and systems Creation of concepts, 3D models, 2D drawings, Assembly and components, technical drawings considering costs, quality, and manufacturing possibilities Good knowledge in material science, manufacturing technologies, sheet metal, Tube routing etc. Performing calculations to optimize parts and assemblies P…",https://www.adzuna.in/details/5266675952?utm_medium=api&utm_source=c8890522,22.2891,73.1924,Mechanical Designer – Thermal Management Systems
Mechanical Design Engineer,Molex,India,2025-07-21T08:03:27Z,Engineering Jobs,"Your Job Design Engineer -Tooling Our Team Application tooling from Molex has been relied upon for more than 4 decades to deliver high-performing, reliable crimp terminations/connections in extreme environments. From crimping a terminal onto a wire or pressing a connector onto a board, our tooling equipment, and field engineering services are counted on by customers across a range of industries and applications. Using the proper interconnect manufacturer’s tooling is essential to meet many of t…",https://www.adzuna.in/details/5314143871?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Mechanical Design Engineer – High-Vibration Rail Equipment
Mechanical Design Engineer,Applied Materials India,India,2025-07-18T02:39:41Z,Engineering Jobs,"Who We Are Applied Materials is the global leader in materials engineering solutions used to produce virtually every new chip and advanced display in the world. We design, build and service cutting-edge equipment that helps our customers manufacture display and semiconductor chips – the brains of devices we use every day. As the foundation of the global electronics industry, Applied enables the exciting technologies that literally connect our world – like AI and IoT. If you want to work beyond …",https://www.adzuna.in/details/5309001309?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Mechanical Design Engineer – Consumer Electronics Housings
Associate - Mechanical Design,GEA,"Kenchanahalli, Bangalore",2025-07-07T21:24:44Z,Engineering Jobs,Responsibilities / Tasks Job Responsibilities Parametric Design using different CAD tools. Redesign and optimization of Machineries. Work on variant and configuration tools as well as process atomization E2E. Work with downstream process. Eg: ERP Support on process line-layout design and creation. Collaboration on large scale international projects Co-ordination with interface departments around the world Should be able to work independently Specific Skills / Knowledge: Design knowledge: Autode…,https://www.adzuna.in/details/5290373128?utm_medium=api&utm_source=c8890522,12.94715,77.57888,Mechanical Designer – Thermal Management Systems
Mechanical Designer HVAC,Stantec,"Pune, Maharashtra",2025-07-13T02:35:33Z,Engineering Jobs,"Description Primary Purpose of Job: Contribute to the ongoing growth of STANTEC ResourceNet Private India Ltd by providing technical expertise in the building sector, as part of a multi-disciplinary team delivering conceptual design, outline design, detailed design and construction support for buildings, water/ wastewater treatment projects across the STANTEC offices (UK, US, Middle East, Asia Pacific etc.). To be involved in the implementation and delivery of leading-edge programmers and proje…",https://www.adzuna.in/details/5300210703?utm_medium=api&utm_source=c8890522,18.5062,73.84735,Mechanical Designer – Thermal Management Systems
Mechanical Designer 1,Emerson,"Pune, Maharashtra",2025-07-17T02:37:31Z,Engineering Jobs,"Description In This Role, Your Responsibilities Will Be: Provide technical support for drawings to the Sales and Applications teams Set up project / Pipe class in 3D CAD software (preferably CADWORX) before commencing 3D Model / GA drawing Prepare 3D CAD model, P&ID and General Arrangement (GA) drawing Prepare 3D CAD model for Equipment like Pump ,Strainer, Vessel…, etc Able to generate modules / blocks / setting of View ports, setting of templates in the model or layout, Shall be conversant wi…",https://www.adzuna.in/details/5307287969?utm_medium=api&utm_source=c8890522,18.5062,73.84735,Mechanical Designer – EV Power Modules
Mechanical Design Engineer (Fresher),MEL Systems and Services Ltd,"Injambakkam, Chennai",2025-06-29T02:21:17Z,Engineering Jobs,"Assist in the design and development of mechanical components and assemblies for automation systems. Prepare detailed 2D drawings and 3D models using AutoCAD and SolidWorks . Support the design of machine structures, sheet metal parts, enclosures, and panel layouts. Participate in concept development, prototyping, and testing of mechanical systems. Ensure designs meet project specifications, safety standards, and manufacturing feasibility. Collaborate with electrical, controls, and production t…",https://www.adzuna.in/details/5274070769?utm_medium=api&utm_source=c8890522,12.96853,80.24305,Mechanical Designer – Thermal Management Systems
Robotics Intern - Mechanical Design,10x,India,2025-07-18T19:47:41Z,Engineering Jobs,"As a Mechanical Engineering Intern at 10xConstruction.ai, you will have the opportunity to gain valuable, hands-on experience in the design and development of cutting-edge robotics for the construction industry. You will work closely with our experienced engineers, contributing to the development of our mobile manipulator platform and participating in the exciting process of prototyping and testing new robotic solutions. Key Responsibilities: Assist in the design and modeling of mechanical comp…",https://www.adzuna.in/details/5309896794?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Mechanical Designer – Robotic Surgery Consoles
Mechanical design engineer - Solidwork,Job Hub Hr,India,2025-07-18T23:00:00Z,Engineering Jobs,"Company Overview Job Hub HR is a leading recruitment agency based in Bangalore, specializing in connecting talent with opportunities. Known for its comprehensive staffing and recruitment solutions, Job Hub HR excels in merging organizations with innovative technology and skilled personnel, helping individuals and companies alike reach their full potential. With a strong presence across India, Job Hub HR is committed to excellence in Human Resources Services. Job Overview We are seeking a passio…",https://www.adzuna.in/details/5310067961?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Mechanical Designer – Thermal Management Systems
Lead Mechanical Design engineer,Boatload Minds,"Coimbatore, Tamil Nadu",2025-07-03T20:36:29Z,Engineering Jobs,"Job Description: Job Title Lead - Mechanical Design Role type Managerial Reporting to Managing Director Job Location Coimbatore (Work from Office) About us (In-Short): At Boatload Minds, we’re transforming pantry automation with smart, cutting-edge machinery that revolutionizes how businesses manage and deliver refreshments. Since our inception in 2018, we’ve been pushing the boundaries of technology to create advanced automated systems that empower retailers to better serve their customers. No…",https://www.adzuna.in/details/5281921872?utm_medium=api&utm_source=c8890522,11.017171,77.100203,Mechanical Designer – Home Automation Controllers
Senior Mechanical Design Engineer,KUMBHAR INDUSTRIES,"Vadodara, Gujarat",2025-07-20T07:59:32Z,Engineering Jobs,"Company Description KUMBHAR INDUSTRIES is a management consulting company located in Makarpura GIDC, Kalali, Vadodara, Gujarat, India. We specialize in providing cutting-edge solutions and strategies for a variety of industries. Our commitment to excellence and innovation makes us a sought-after partner for businesses looking to improve their operations and achieve their goals. Role Description This is a full-time hybrid role for a Senior Mechanical Design Engineer based in Vadodara. The role i…",https://www.adzuna.in/details/5313134594?utm_medium=api&utm_source=c8890522,22.2891,73.1924,Mechanical Designer – Thermal Management Systems
Mechanical Design Engineer - Transformers,Hitachi,"Chennai, Tamil Nadu",2025-07-22T02:32:44Z,Engineering Jobs,"Location: Chennai, Tamil Nadu, India Job ID: R0066661 Date Posted: 2024-11-20 Company Name: HITACHI ENERGY TECHNOLOGY SERVICES PRIVATE LIMITED Profession (Job Category): Engineering & Science Job Schedule: Full time Remote: No Job Description: The opportunity: The Mechanical Design Engineer is responsible for the design, development, and optimization of mechanical components and systems for tap changers used in transformers. Mechanical design Engineer will be reporting to team manager of INOPC …",https://www.adzuna.in/details/5315544927?utm_medium=api&utm_source=c8890522,13.06041,80.24963,Mechanical Designer – Energy Storage Systems
Senior Mechanical Design Engineer,Revvity,"Thane, Maharashtra",2025-07-16T08:37:58Z,Engineering Jobs,"Location: Mumbai, India Department: R&D About The Role We are seeking a highly skilled Senior Mechanical Design Engineer to join our R&D team in Mumbai. In this role, you will provide system design ownership for fluorescent detection instruments, taking responsibility for mechanical design and instrument concepts throughout the development process and product lifecycle management. You will collaborate with cross-functional teams including electronics and software development, QA, product manage…",https://www.adzuna.in/details/5305616742?utm_medium=api&utm_source=c8890522,19.17335,73.04845,Mechanical Designer – Thermal Management Systems
R&D Mechanical Designer,Hitachi Energy,"Vadodara, Gujarat",2025-07-17T08:38:20Z,Engineering Jobs,"The opportunity As a new Mechanical Designer, you will join our Global Multi-Physic Simulation (GLOMUS) network team in the Technology Center of HITACHI-Energy. You will be part of a group with specific expertise in mechanical design and support innovative and challenging projects. As part of our global R&D community, including Technology Centers and Research Centers worldwide, you will contribute to supporting factories in the PG Dry, Traction, and Distribution Transformers with your design sk…",https://www.adzuna.in/details/5307632034?utm_medium=api&utm_source=c8890522,22.2891,73.1924,Mechanical Designer – Energy Storage Systems
R&D Mechanical Designer,Hitachi,"Vadodara, Gujarat",2025-07-20T02:40:15Z,Engineering Jobs,"Location: Vadodara, Gujarat, India Job ID: R0070743 Date Posted: 2025-07-15 Company Name: HITACHI ENERGY INDIA LIMITED Profession (Job Category): Engineering & Science Job Schedule: Full time Remote: No Job Description: The opportunity As a new Mechanical Designer, you will join our Global Multi-Physic Simulation (GLOMUS) network team in the Technology Center of HITACHI-Energy. You will be part of a group with specific expertise in mechanical design and support innovative and challenging projec…",https://www.adzuna.in/details/5312889944?utm_medium=api&utm_source=c8890522,22.2891,73.1924,Mechanical Designer – Energy Storage Systems
Mechanical Design Engineer II,Medtronic,India,2025-07-14T02:37:23Z,Engineering Jobs,"At Medtronic you can begin a life-long career of exploration and innovation, while helping champion healthcare access and equity for all. You’ll lead with purpose, breaking down barriers to innovation in a more connected, compassionate world. A Day in the Life Careers that Change Lives Be a part of the Medtronic Engineering and Innovation Center (MEIC) in Hyderabad by applying your skills to the growth, development, and sustaining efforts of Medical Devices products within the center. We value …",https://www.adzuna.in/details/5301295372?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Mechanical Designer – Medical Imaging Consoles
Sr. MECHANICAL DESIGNER - II,HELLA & Co. KGaA.,India,2025-07-13T02:34:30Z,Engineering Jobs,"Sr. MECHANICAL DESIGNER - II Location Derabassi - Punjab, India Pacesetting. Passionate. Together. HELLA, one of the leading automotive suppliers worldwide, has shaped the industry with innovative lighting systems and vehicle electronics. In addition, the company is one of the most important partners of the aftermarket and independent workshops. What motivates us: Shaping the mobility of tomorrow and fostering the central market trends such as autonomous driving, efficiency and electrification,…",https://www.adzuna.in/details/5300208934?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Mechanical Designer – Automotive Infotainment Chassis
Senior Mechanical Design Engineer,Orcapod,"Chennai, Tamil Nadu",2025-07-20T07:58:58Z,Engineering Jobs,"Mid-level Mechanical Design Engineer with a minimum of 6 years of work experience in machine design to support design projects. Experience in Industrial Equipment and Machineries such as Paper / Printing machinery and discrete product machineries is required. Technical skills: • Engineering basics: Engineering Mechanics, Strength of Materials, Statics, Geometric Dimensioning & Tolerance. • Metals: Material properties and selection, Min. Max. of conventional and un-conventional Manufacturing pro…",https://www.adzuna.in/details/5313132629?utm_medium=api&utm_source=c8890522,13.06041,80.24963,Mechanical Designer – Industrial IoT Enclosures
Mechanical Design Engineer - Plumbing,Dar,India,2025-07-07T09:14:23Z,Engineering Jobs,"Position: Mechanical Design Engineer - Plumbing Department: Mechanical Job Location: Bengaluru & Pune Experience: 5-15 years in Plumbing Design Skillsets: System Design: Design plumbing systems for projects, including domestic water, sanitary, stormwater, hot water, and gas systems. Calculations: Perform calculations as directed by senior engineers. Layout Development: Design and develop plumbing system layouts, including pipe sizing and equipment selection. Code Knowledge: Apply knowledge of i…",https://www.adzuna.in/details/5289686189?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Mechanical Designer – Thermal Management Systems
Opto-Mechanical Design Engineer,KaleidEO,"Bangalore, Karnataka",2025-07-14T06:40:54Z,Engineering Jobs,"Work with the brightest minds, including ex-ISRO scientists and global space industry experts, at one of the select few companies in the country pioneering cutting edge EO payloads. Seeking an Optomechanical Engineer to design, develop, and optimize mechanical configurations and interfaces for advanced Optical payloads, collaborating with cross-functional teams to create and test innovative payload systems for Earth observation in Low Earth Orbit. About KaleidEO KaleidEO, a subsidiary of SatSur…",https://www.adzuna.in/details/5301490948?utm_medium=api&utm_source=c8890522,12.9881567,77.6226,Mechanical Design Engineer – Rail Braking Interfaces
Mechanical Design Engineer - HVAC,Dar,India,2025-07-07T09:14:25Z,Engineering Jobs,"Position: Mechanical Design Engineer - HVAC Department: Mechanical Job Location: Bengaluru & Pune Experience: 5-15 years in HVAC Design Skillsets: Conducting heat load calculations using tools like HAP (Hourly Analysis Program) to determine heating and cooling requirements for buildings. Designing HVAC systems including water-cooled and air-cooled chiller plants, Variable Refrigerant flow (VRF) systems, Direct Expansion (DX) systems, etc. Selecting equipment such as chillers, cooling towers, VR…",https://www.adzuna.in/details/5289686289?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Mechanical Designer – Thermal Management Systems
Senior Mechanical Design Engineer,L&T Technology Services,"Mumbai, Maharashtra",2025-07-07T15:13:23Z,Engineering Jobs,"We are hiring in Mumbai for Machine Design with Sheetmetal, Die casting, solid works, GD&T Experience OR someone with experience in Machine Design with Plastic Mould, SolidWorks, GD&T Qualifications and experience: BE in Mechanical or Automobile, Plastics Engineering OR Diploma/Post-Diploma in Mould Design or Tool & Die Design. 7 years of experience in Mechanical products such as castings/Sheet metal/Plastics. Must have strong experience in castings and sheet metal, VAVE ideas. Must have 3 year…",https://www.adzuna.in/details/5289894432?utm_medium=api&utm_source=c8890522,19.00821,72.84415,Mechanical Designer – Thermal Management Systems
Senior Mechanical Design Engineer,Dar,"Pune, Maharashtra",2025-07-07T09:12:47Z,Engineering Jobs,"About Company Dar, the founding member of the Sidara group, is an international multidisciplinary consulting organization specializing in engineering, architecture, planning, environment, project management, facilities management, and economics. Sidara operates in 60 countries with 20,500 professionals, Dar connects people, places, and communities through innovative solutions to the world's most complex challenges. We deliver projects from inception through completion, embracing challenges to e…",https://www.adzuna.in/details/5289682462?utm_medium=api&utm_source=c8890522,18.5062,73.84735,Mechanical Designer – Thermal Management Systems
Senior Mechanical Design Engineer,Medtronic,India,2025-06-28T03:13:10Z,Engineering Jobs,"At Medtronic you can begin a life-long career of exploration and innovation, while helping champion healthcare access and equity for all. You’ll lead with purpose, breaking down barriers to innovation in a more connected, compassionate world. A Day in the Life Careers that Change Lives Be a part of the Medtronic Engineering and Innovation Center (MEIC) in Hyderabad by applying your skills to the growth, development, and sustaining efforts of Medical Devices products within the center. We value …",https://www.adzuna.in/details/5272285178?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Mechanical Designer – Medical Imaging Consoles
Mechanical Design Engineer II,Medtronic,India,2025-07-14T02:32:26Z,Engineering Jobs,"At Medtronic you can begin a life-long career of exploration and innovation, while helping champion healthcare access and equity for all. You’ll lead with purpose, breaking down barriers to innovation in a more connected, compassionate world. A Day in the Life Careers that Change Lives Be a part of the Medtronic Engineering and Innovation Center (MEIC) in Hyderabad by applying your skills to the growth, development, and sustaining efforts of Medical Devices products within the center. We value …",https://www.adzuna.in/details/5301288747?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Mechanical Designer – Medical Imaging Consoles
