Title,Company,Location,Created,Category,Description,URL,Latitude,Longitude,mainJOB
Sr. Firmware Engineer,Ralliant,India,2025-08-01T10:23:05Z,Engineering Jobs,"Your Impact You will be working on sophisticated, industrial, real time operating systems involving real time data acquisition and post processing of data for analysis and reports. This team of engineers develops innovative monitoring systems used for transformer monitoring at electrical sub stations. Here's where you'll demonstrate your proficiencies: - Embedded systems, firmware development with specific focus on Linux and real time embedded systems. - Developing advance firmware solutions fo…",https://www.adzuna.in/land/ad/5331277930?se=-PlY5Yhy8BGyDOfQ7aaPRw&utm_medium=api&utm_source=c8890522&v=5B74B95D6795FE9E196B039830B7ACBEBA33E42C,22.3511148,78.6677428,Firmware Developer
Advanced Embedded Engr,Honeywell,"Bangalore, Karnataka",2025-07-27T09:53:40Z,Engineering Jobs,"Industrial Safety - ""Safety That's Always on the Lookout"" Accidental gas leaks pose a huge threat to properties, environment and human life. Therefore, Honeywell manufactures a full and comprehensive range of gas detection products dedicated to all types of industrial facilities, from smaller boiler rooms to large petrochemical plants and oil refineries. Honeywell's wide range of technologies and devices - gas detectors, flame detectors, natural gas alarms - provide exceptional protection at ev…",https://www.adzuna.in/land/ad/5324152947?se=-PlY5Yhy8BGyDOfQ7aaPRw&utm_medium=api&utm_source=c8890522&v=C459E5AD4CF6D257B1AD40695E3F0542AA35AFD2,12.95703,77.59837,Firmware Developer
AI/ML Engineer - XR Software (All levels)),Qualcomm,"Bangalore, Karnataka",2025-07-24T09:53:27Z,Engineering Jobs,"Company: Qualcomm India Private Limited Job Area: Engineering Group, Engineering Group > Systems Engineering General Summary: We are seeking a passionate and skilled AI/ML Engineer to join our cutting-edge Extended Reality (XR) Software team. In this role, you will work on next-generation XR products that blend the physical and digital worlds, leveraging artificial intelligence and machine learning to create immersive, intelligent, and responsive experiences. You will collaborate with cross-fun…",https://www.adzuna.in/land/ad/5319455530?se=-PlY5Yhy8BGyDOfQ7aaPRw&utm_medium=api&utm_source=c8890522&v=34F372FAB35D66AFE715130392FF59CC732B6057,12.95703,77.59837,Firmware Developer
Interim Engineering Intern_2026_SW,Qualcomm,"Hyderabad, Telangana",2025-07-18T11:45:29Z,Engineering Jobs,"Company: Qualcomm India Private Limited Job Area: Interns Group, Interns Group > Interim Engineering Intern - SW Qualcomm Overview: Qualcomm is a company of inventors that unlocked 5G ushering in an age of rapid acceleration in connectivity and new possibilities that will transform industries, create jobs, and enrich lives. But this is just the beginning. It takes inventive minds with diverse skills, backgrounds, and cultures to transform 5Gs potential into world-changing technologies and produ…",https://www.adzuna.in/land/ad/5309607754?se=-PlY5Yhy8BGyDOfQ7aaPRw&utm_medium=api&utm_source=c8890522&v=87F6745349A010B2C9696BABBB940B251AD88442,17.40275,78.50806,Firmware Developer
Lead Engineer - Embedded SW Development,GE Vernova,"Telangana, India",2025-07-20T12:00:29Z,Engineering Jobs,"Job Description Summary Many employers promise the chance to make a difference - at GE Vernova, you can change the world. Bringing clean, affordable power to the developing world, decarbonizing the world's electricity network, helping to build the grid of the future powered by renewable energy  they're all part of our company's strategy. If you're passionate about developing firmware, and excited to tackle UN SDG-7,13 and Energy Transition challenges, as well as motivated by the prospect of sha…",https://www.adzuna.in/land/ad/5313258791?se=-PlY5Yhy8BGyDOfQ7aaPRw&utm_medium=api&utm_source=c8890522&v=B8D4DF216FD7B6405CB0F2A4E0E24DB75DA07717,17.864111,77.027375,Firmware Developer
2026 Campus Hire_Engineer_SW,Qualcomm,"Hyderabad, Telangana",2025-07-18T11:45:29Z,Engineering Jobs,"Company: Qualcomm India Private Limited Job Area: Engineering Group, Engineering Group > Software Engineering General Summary: Job Area : Engineering - Software Job Location : Hyderabad / Bangalore / Chennai / Noida We know our employees' ideas change the world. For more than three decades, we've been a global leader in mobile technology, continually pushing the boundaries of what's possible. Working with customers across industries - from automotive to health care, from smart cities to robotic…",https://www.adzuna.in/land/ad/5309607761?se=-PlY5Yhy8BGyDOfQ7aaPRw&utm_medium=api&utm_source=c8890522&v=52CCFD48FBB5EBE4227FA13C63845BBE08E77E60,17.40275,78.50806,Firmware Developer
Lead Engineer - Embedded SW Development,GE Vernova,"Telangana, India",2025-07-20T12:00:38Z,Engineering Jobs,"Job Description Summary Many employers promise the chance to make a difference - at GE Vernova, you can change the world. Bringing clean, affordable power to the developing world, decarbonizing the world's electricity network, helping to build the grid of the future powered by renewable energy  they're all part of our company's strategy. If you're passionate about developing firmware, and excited to tackle UN SDG-7,13 and Energy Transition challenges, as well as motivated by the prospect of sha…",https://www.adzuna.in/land/ad/5313258840?se=-PlY5Yhy8BGyDOfQ7aaPRw&utm_medium=api&utm_source=c8890522&v=220518978012AE520C2FBEDF417C9AF3B9BF8208,17.864111,77.027375,Firmware Developer
2026 Campus Hire_Associate Engineer_SW,Qualcomm,"Chennai, Tamil Nadu",2025-07-18T11:45:29Z,Engineering Jobs,"Company: Qualcomm India Private Limited Job Area: Engineering Group, Engineering Group > Software Engineering General Summary: Job Area : Engineering - Software Job Location : Hyderabad / Bangalore / Chennai / Noida We know our employees' ideas change the world. For more than three decades, we've been a global leader in mobile technology, continually pushing the boundaries of what's possible. Working with customers across industries - from automotive to health care, from smart cities to robotic…",https://www.adzuna.in/land/ad/5309607764?se=-PlY5Yhy8BGyDOfQ7aaPRw&utm_medium=api&utm_source=c8890522&v=DEA522E304143A28B6CE1397D3B7A1C0327688C4,13.06041,80.24963,Firmware Developer
2026 Campus Hire_Associate Engineer_SW,Qualcomm,"Hyderabad, Telangana",2025-07-18T11:45:29Z,Engineering Jobs,"Company: Qualcomm India Private Limited Job Area: Engineering Group, Engineering Group > Software Engineering General Summary: Job Area : Engineering - Software Job Location : Hyderabad / Bangalore / Chennai / Noida We know our employees' ideas change the world. For more than three decades, we've been a global leader in mobile technology, continually pushing the boundaries of what's possible. Working with customers across industries - from automotive to health care, from smart cities to robotic…",https://www.adzuna.in/land/ad/5309607760?se=-PlY5Yhy8BGyDOfQ7aaPRw&utm_medium=api&utm_source=c8890522&v=1C5C4A287AF14ABF424645B296469F00C896678D,17.40275,78.50806,Firmware Developer
Technology Specialist - Firmware,Resideo,India,2025-07-16T10:39:58Z,Engineering Jobs,"Be part of a team that designs, develops and integrates embedded firmware for the latest in home automation IOT devices for comfort applications. With focus on device connectivity, you will be responsible to ensure highly efficient, reliable and predicatable wireless communication between different products, cloud and mobile App. You will use your experience and technical skills to design and implement features targeted for the North American and European residential markets. You will partner w…",https://www.adzuna.in/land/ad/5305892144?se=ltHR8Yhy8BGV3tq7CpAJQA&utm_medium=api&utm_source=c8890522&v=AA6F821F75E0EBF78FA7EEF3D4EBD9359C861281,22.3511148,78.6677428,Firmware Developer
"11 - Senior Manager, Software Engineering",Celestica,India,2025-07-31T10:11:04Z,Engineering Jobs,"Req ID: 127836 Remote Position: No Region: Asia Country: India State/Province: Chennai City: Guindy, Chennai Summary The Senior manager will be responsible for leading and managing the team developing the firmware for Celestica's or Celestica's customer products, ensuring timely delivery and highest quality standards. The manager will be playing a key role in driving the software development processes (such as Agile, Scrum, etc.) and complying with the product life cycle development (phase/gate…",https://www.adzuna.in/land/ad/5329352040?se=ltHR8Yhy8BGV3tq7CpAJQA&utm_medium=api&utm_source=c8890522&v=1E014FFC095C732F73232914EC324B7925F8915D,22.3511148,78.6677428,Firmware Developer
"Senior Engineer, Firmware Engineering- Embedded C, PCIe / NVMe SSD",SanDisk,"Bangalore, Karnataka",2025-08-02T10:11:43Z,Engineering Jobs,"Company Description Sandisk understands how people and businesses consume data and we relentlessly innovate to deliver solutions that enable today's needs and tomorrow's next big ideas. With a rich history of groundbreaking innovations in Flash and advanced memory technologies, our solutions have become the beating heart of the digital world we're living in and that we have the power to shape. Sandisk meets people and businesses at the intersection of their aspirations and the moment, enabling …",https://www.adzuna.in/land/ad/5333853004?se=ltHR8Yhy8BGV3tq7CpAJQA&utm_medium=api&utm_source=c8890522&v=147145A155AB7EB2C4FC017FA06ABCDDD219C294,12.9767936,77.5900820,Firmware Developer
Software Engineer,Texas Instruments,"Bangalore, Karnataka",2025-07-12T10:47:06Z,Engineering Jobs,Change the world. Love your job. Your career starts here! This is an exciting opportunity to design and develop innovative software solutions that drive TI's revolutionary product lines. We change lives by working on the technologies that people use every day. Are you ready for the challenge? Join the Pioneering Team at TI's BLDC Motor Drivers Division! Are you a seasoned ROM expert looking for a new challenge? Do you want to drive innovation in the field of motor control? Look no further! Texa…,https://www.adzuna.in/land/ad/5299206447?se=ltHR8Yhy8BGV3tq7CpAJQA&utm_medium=api&utm_source=c8890522&v=A831D21A71B7FFDC453B65DD1C22741B479A5770,12.9767936,77.5900820,Firmware Developer
Software Engr II,Honeywell,"Bangalore, Karnataka",2025-08-02T10:10:48Z,Engineering Jobs,"Job Description of Embedded Engineer II Honeywell is a fortune 100 diversified technology and manufacturing leader, serving customers worldwide with aerospace products and services; control technologies for buildings, homes, and industry; automotive products; turbochargers; and specialty materials. Based in Morris Township, N.J., Honeywell's shares are traded on the New York, London, and Chicago Stock Exchanges. As a global technology leader, we have 123,000 employees working in more than 100 c…",https://www.adzuna.in/land/ad/5333852401?se=ltHR8Yhy8BGV3tq7CpAJQA&utm_medium=api&utm_source=c8890522&v=595CE67FBA6436FBD5F7113BAA1C657FA8E180BC,12.95703,77.59837,Firmware Developer
Team Leader - Embedded Development,Immunity Networks & Technologies Pvt. Ltd.,"Ambawadi, Ahmedabad",2025-08-05T21:31:43Z,Engineering Jobs,"We are seeking a skilled Firmware Developer to design, develop, and maintain embedded software solutions for our Wireless Access Points. This role involves close collaboration with Web Development Team, Cloud Team and self research and Development on the various firmware modules. The Firmware Developer will be expected to develop various Features within the Access Points, test them and plan the roll out as per plan. Firmware Development: Design, implement, and test firmware for embedded systems…",https://www.adzuna.in/details/5338563730?utm_medium=api&utm_source=c8890522,23.02625,72.57065,Firmware Developer
Sr Advanced Embedded Engr,Honeywell,"Bangalore, Karnataka",2025-07-24T09:52:47Z,Engineering Jobs,"Job Description of Sr Advanced Embedded Engineer Honeywell is a fortune 100 diversified technology and manufacturing leader, serving customers worldwide with aerospace products and services; control technologies for buildings, homes, and industry; automotive products; turbochargers; and specialty materials. Based in Morris Township, N.J., Honeywell's shares are traded on the New York, London, and Chicago Stock Exchanges. As a global technology leader, we have 123,000 employees working in more t…",https://www.adzuna.in/land/ad/5319454803?se=ltHR8Yhy8BGV3tq7CpAJQA&utm_medium=api&utm_source=c8890522&v=BFC1144CEC9D7DFF20D67365FB22B5067F063491,12.95703,77.59837,Firmware Developer
Lead Motor Control Engineer - Power Electronics,Copeland,"Pune, Maharashtra",2025-08-02T10:10:26Z,Engineering Jobs,"About Us We are a global climate technologies company engineered for sustainability. We create sustainable and efficient residential, commercial and industrial spaces through HVACR technologies. We protect temperature-sensitive goods throughout the cold chain. And we bring comfort to people globally. Best-in-class engineering, design and manufacturing combined with category-leading brands in compression, controls, software and monitoring solutions result in next-generation climate technology th…",https://www.adzuna.in/land/ad/5333852262?se=ltHR8Yhy8BGV3tq7CpAJQA&utm_medium=api&utm_source=c8890522&v=43A1AF3ED5871CE718C1A93886FDA68F34B1FDF5,18.5062,73.84735,Firmware Developer
Senior Engineer - Embedded Hardware Design,Flowserve Corporation,"Bangalore, Karnataka",2025-07-17T10:37:49Z,Engineering Jobs,"Flowserve is a world-leading manufacturer and aftermarket service provider of comprehensive flow control systems. Join a company whose people are committed to building a more sustainable future to make the world better for everyone. With 16,000 employees in 50 countries, we combine our global reach with local presence. Our team challenges themselves to approach each situation with ingenuity and creativity to help provide our customers with the most innovative flow control products and services.…",https://www.adzuna.in/land/ad/5307821695?se=ltHR8Yhy8BGV3tq7CpAJQA&utm_medium=api&utm_source=c8890522&v=564F86A0ADFB02CA5240D459662FD86E78B0B62D,12.9767936,77.5900820,Firmware Developer
"Senior Lead Engineer, Software",Celestica,India,2025-07-31T10:11:04Z,Engineering Jobs,"Req ID: 127833 Remote Position: No Region: Asia Country: India State/Province: Chennai City: Guindy, Chennai Summary Celestica is looking for a dynamic software engineer who is passionate about working closely with the HW/SW interface to enable management of a fleet of devices in tomorrow's data center environments. The person needs be very conversant with board management controllers, low level drivers and capable of leading a software module. The Lead Engineer, Software will work in cross fun…",https://www.adzuna.in/land/ad/5329352041?se=ltHR8Yhy8BGV3tq7CpAJQA&utm_medium=api&utm_source=c8890522&v=6B7ACEE0DCB6B97747ABE377DE4EE72F19A1DD68,22.3511148,78.6677428,Firmware Developer
Weekend Drive -2nd August - Digital IT Positions,Flowserve Corporation,"Bangalore, Karnataka",2025-07-17T02:31:00Z,Engineering Jobs,"We are having weekend drive for Digital team for Bangalore location. Join our Flowserve Digital Team to drive innovation in product development with exciting opportunities across full stack development, embedded systems, firmware engineering, device integration, and product validation. Below are the open requisitions : Required Experience : 5 years onwards 1. R-14815 – Java Full Stack Developer (Senior) Opportunity for experienced Full Stack Developers to contribute to software solutions in Dig…",https://www.adzuna.in/details/5307273114?utm_medium=api&utm_source=c8890522,12.9767936,77.5900820,Firmware Developer
Firmware Engineer (Motor Control),Toshiba Software  Pvt. Ltd.,"Bangalore, Karnataka",2025-07-14T06:39:11Z,Engineering Jobs,"Motor Control Firmware Developer Location: Bengaluru Experience required: 8 - 12 years Notice Period: Immediate/Max 30 days Required Experience Experience in Motor Controller Firmware development (BLDC/PMSM/Induction Motors/Inverters) Exposure to Power Electronics hardware development and debugging using Oscilloscope/Current probes Embedded C Knowledge of FOC, 6-step commutation control methods Stepper motor control Experience in motor control parameter tuning and Algorithms for same. Experienc…",https://www.adzuna.in/details/5301489574?utm_medium=api&utm_source=c8890522,12.9767936,77.5900820,Firmware Developer
Lead Firmware Engineer,EMO.energy,"Bangalore, Karnataka",2025-07-29T01:10:08Z,Engineering Jobs,"Company: EMO Energy Location: Bangalore Experience: 7-15 years Company Overview We are a dynamic deep-tech startup focused on revolutionising the future of mobility through the development of a comprehensive end-to-end EV Stack. As we rapidly expand, we are seeking a passionate Lead Firmware Engineer to join our team and contribute to cutting-edge advancements in EV technology and battery systems. Job Summary EMO Energy, a leader in EV battery technology, is seeking a highly skilled Lead Firmwa…",https://www.adzuna.in/details/5325576130?utm_medium=api&utm_source=c8890522,12.9767936,77.5900820,Firmware Developer
Embedded Firmware Engineer,TEQ DILIGENT PRODUCT SOLUTIONS PRIVATE LIMITED,"Ahmedabad, Gujarat",2025-08-05T23:47:21Z,Engineering Jobs,Job Description Embedded Firmware Engineer Job title Embedded Firmware Engineer Company Name Teq Diligent Product Solutions Pvt. Ltd. Location Ahmedabad Job Type Full Time Job purpose This Job is intended to lead a team of Firmware/Software engineers to execute embedded firmware projects. The job involves overall responsibility for technical aspects of design. It also involves mentoring team members to achieve and execute the projects successfully. Roles and responsibilities Design and developm…,https://www.adzuna.in/details/5338644295?utm_medium=api&utm_source=c8890522,23.042,72.59465,Firmware Developer
Embedded Firmware Engineer,Almighty HRD Consultants,"Coimbatore, Tamil Nadu",2025-08-03T23:27:48Z,Engineering Jobs,"Hi, We are hiring for our client, a Semi conductor industry in Coimbatore location Job Description: Educational QualificationBachelor/Masterin Electrical/Electronics Engineer Req.ExperienceMinimum of 3 to 5 years of experience in Power Electronics Hardware / Software development Skills Required - SWExperience on developing Embedded software C, C++ Have a experience in STM32, Renesas, ATMEL and TI controllers. Have a knowledge of basic electronics / Electrical hardware and its interfacing with s…",https://www.adzuna.in/details/5336159158?utm_medium=api&utm_source=c8890522,11.017171,77.100203,Firmware Developer
Senior Embedded Firmware Engineer,Enphase Energy,"Bangalore, Karnataka",2025-07-24T02:40:37Z,Engineering Jobs,"Description Enphase Energy is a global energy technology company and a leading provider of solar, battery, and electric vehicle charging products. Founded in 2006, our innovative microinverter technology revolutionized solar power, making it a safer, more reliable, and scalable energy source. Today, the Enphase Energy System enables users to make, use, save, and sell their own power. Enphase is also one of the most successful and innovative clean energy companies in the world, with more than 80…",https://www.adzuna.in/details/5318983246?utm_medium=api&utm_source=c8890522,12.95703,77.59837,Firmware Developer
Junior Embedded Firmware Engineer,Tesk Training Consultancy,"Ahmedabad, Gujarat",2025-07-11T22:56:15Z,Engineering Jobs,Job type: Full time Internship  Placement (Junior Embedded Position) Company Name: Teq Diligent Product Solutions Pvt. Ltd. Location: Ahmedabad Job Type: Full Time Bond: 3 yrs Experience: 0 to 1 Level: Freshers/Interns Qualification: BE Electronics & Communication & IC Company is fastest growing company in the field of Electronics product design. We provide embedded design services as per customer requirement. We offer Product Engineering & Software Services to global clients in this digital er…,https://www.adzuna.in/details/5297943536?utm_medium=api&utm_source=c8890522,23.042,72.59465,Firmware Developer
"Staff Engineer , Firmware Engineering- Embedded C, PCIe / NVMe SSD",SanDisk,"Bangalore, Karnataka",2025-08-03T10:12:12Z,Engineering Jobs,"Company Description Sandisk understands how people and businesses consume data and we relentlessly innovate to deliver solutions that enable today's needs and tomorrow's next big ideas. With a rich history of groundbreaking innovations in Flash and advanced memory technologies, our solutions have become the beating heart of the digital world we're living in and that we have the power to shape. Sandisk meets people and businesses at the intersection of their aspirations and the moment, enabling …",https://www.adzuna.in/land/ad/5335619805?se=SD1ABoly8BGyDOfQ7aaPRw&utm_medium=api&utm_source=c8890522&v=3E06602B012CB7F582E4DBDD69F8FB8B02328D89,12.9767936,77.5900820,Firmware Developer
"Senior Engineer, Firmware Engineering- Embedded C, PCIe / NVMe SSD",SanDisk,"Bangalore, Karnataka",2025-08-02T10:11:43Z,Engineering Jobs,"Company Description Sandisk understands how people and businesses consume data and we relentlessly innovate to deliver solutions that enable today's needs and tomorrow's next big ideas. With a rich history of groundbreaking innovations in Flash and advanced memory technologies, our solutions have become the beating heart of the digital world we're living in and that we have the power to shape. Sandisk meets people and businesses at the intersection of their aspirations and the moment, enabling …",https://www.adzuna.in/land/ad/5333853004?se=SD1ABoly8BGyDOfQ7aaPRw&utm_medium=api&utm_source=c8890522&v=147145A155AB7EB2C4FC017FA06ABCDDD219C294,12.9767936,77.5900820,Firmware Developer
Weekend Drive -2nd August - Digital IT Positions,Flowserve Corporation,"Bangalore, Karnataka",2025-07-16T10:38:21Z,Engineering Jobs,"Flowserve is a world-leading manufacturer and aftermarket service provider of comprehensive flow control systems. Join a company whose people are committed to building a more sustainable future to make the world better for everyone. With 16,000 employees in 50 countries, we combine our global reach with local presence. Our team challenges themselves to approach each situation with ingenuity and creativity to help provide our customers with the most innovative flow control products and services.…",https://www.adzuna.in/land/ad/5305889644?se=SD1ABoly8BGyDOfQ7aaPRw&utm_medium=api&utm_source=c8890522&v=6297DE870E162ECEEAF2EE8818E46919D45653C0,12.9767936,77.5900820,Firmware Developer
"Senior Engineer, Firmware Engineering- Embedded C, PCIe / NVMe SSD",Sandisk,"Bangalore, Karnataka",2025-08-01T05:04:51Z,Engineering Jobs,"Job Description In this position, the individual will be responsible for design & development of device FW for next-generation PCIe / NVMe SSD products. Responsibilities: · Design, implement, debug firmware for the next generation of SSDs · HW Interface drivers, algorithm design and implementation · Contribute to the SSD firmware and play a significant role in delivering next generation SSDs to market · Work with the firmware Architects, ASIC, flash media, validation and other cross functional …",https://www.adzuna.in/details/5330887343?utm_medium=api&utm_source=c8890522,12.9767936,77.5900820,Firmware Developer
"Staff Engineer , Firmware Engineering- Embedded C, PCIe / NVMe SSD",Sandisk,"Bangalore, Karnataka",2025-08-02T06:07:17Z,Engineering Jobs,"Job Description We are seeking a Staff Engineer to be part of firmware development of a wide variety of advanced next-generation high performance Solid state drives. You will have demonstrated leadership ability executing complex programs and an understanding of the who, what and how of system development. You will have strong skills and experience in the storage industry including familiarization with embedded storage processors and storage protocols. This is a high-impact, high visibility opp…",https://www.adzuna.in/details/5333367595?utm_medium=api&utm_source=c8890522,12.9767936,77.5900820,Firmware Developer
Weekend Drive -2nd August - Digital IT Positions,Flowserve Corporation,"Bangalore, Karnataka",2025-07-17T02:31:00Z,Engineering Jobs,"We are having weekend drive for Digital team for Bangalore location. Join our Flowserve Digital Team to drive innovation in product development with exciting opportunities across full stack development, embedded systems, firmware engineering, device integration, and product validation. Below are the open requisitions : Required Experience : 5 years onwards 1. R-14815 – Java Full Stack Developer (Senior) Opportunity for experienced Full Stack Developers to contribute to software solutions in Dig…",https://www.adzuna.in/details/5307273114?utm_medium=api&utm_source=c8890522,12.9767936,77.5900820,Firmware Developer
Senior Firmware Engineer,Tata Technologies,"Bangalore, Karnataka",2025-07-14T06:40:44Z,Engineering Jobs," We're Hiring | Senior Firmware Engineer – RTOS & Embedded Systems  Location: Bangalore |  Experience: 8–12 Years | ⏳ NP: Immediate to 30 Days We’re looking for an experienced Firmware Engineer with hands-on expertise in RTOS (FreeRTOS, Zephyr, OpenBSW) , embedded C, and real-time system integration.  Must-Have Skills: Embedded C, RTOS (task scheduling, memory mgmt) ARM Cortex-M/R/A, bootloaders, BSPs SPI, I2C, UART, CAN, Ethernet JTAG, SWD, oscilloscopes, network analyzers Shared memory, inter…",https://www.adzuna.in/details/5301490800?utm_medium=api&utm_source=c8890522,12.9767936,77.5900820,Firmware Developer
Senior Specialist - Embedded Software,Pentair,"Noida, Ghaziabad",2025-07-13T02:29:01Z,Engineering Jobs,"Job Description: Pentair GEC, Noida Job Description for Position: Firmware Engineer III - Embedded Software Position Requirements The right person for this position should have 6-9 years of experience in Embedded systems. He/She should be passionate, tech savvy, academically sound, have interest in embedded devices and technologies that drive the headless domain. Knowledge: Exposure to Microcontroller/Microprocessor Architecture /Family e.g. ARM Cortex, Microchip, Xtensa ESP32 , TI CC32XX, Rasp…",https://www.adzuna.in/details/5300199589?utm_medium=api&utm_source=c8890522,28.56579,77.3225,Firmware Developer
Engineer Embedded Software Development,Emerson,"Pune, Maharashtra",2025-08-02T17:04:59Z,Engineering Jobs,"Description In This Role, Your Responsibilities Will Be: Work on Embedded Firmware projects as a member of Engineering & Design team for new product development, quality improvement and sustaining engineering, in collaboration with Lead Engineers and Technical Leads. Perform the project design and firmware development activities. Report / communicate project progress to stakeholders periodically. Coordinate Firmware / software development activities with stakeholders globally. Assume additional…",https://www.adzuna.in/details/5334343917?utm_medium=api&utm_source=c8890522,18.5062,73.84735,Firmware Developer
Embedded Software Development Engineer,Copeland,"Pune, Maharashtra",2025-07-18T11:43:57Z,Engineering Jobs,"About Us We are a global climate technologies company engineered for sustainability. We create sustainable and efficient residential, commercial and industrial spaces through HVACR technologies. We protect temperature-sensitive goods throughout the cold chain. And we bring comfort to people globally. Best-in-class engineering, design and manufacturing combined with category-leading brands in compression, controls, software and monitoring solutions result in next-generation climate technology th…",https://www.adzuna.in/land/ad/5309606845?se=3DjAGYly8BGV3tq7CpAJQA&utm_medium=api&utm_source=c8890522&v=9E91E6EE4713B26B126F33F37D36EBC50DB8C647,18.5062,73.84735,Firmware Developer
Embedded Software Development Engineer,Copeland,"Pune, Maharashtra",2025-07-20T02:37:15Z,Engineering Jobs,"About Us We are a global climate technologies company engineered for sustainability. We create sustainable and efficient residential, commercial and industrial spaces through HVACR technologies. We protect temperature-sensitive goods throughout the cold chain. And we bring comfort to people globally. Best-in-class engineering, design and manufacturing combined with category-leading brands in compression, controls, software and monitoring solutions result in next-generation climate technology th…",https://www.adzuna.in/details/5312886545?utm_medium=api&utm_source=c8890522,18.5062,73.84735,Firmware Developer
Engineer Embedded Software Development,Emerson,"Pune, Maharashtra",2025-08-02T17:04:59Z,Engineering Jobs,"Description In This Role, Your Responsibilities Will Be: Work on Embedded Firmware projects as a member of Engineering & Design team for new product development, quality improvement and sustaining engineering, in collaboration with Lead Engineers and Technical Leads. Perform the project design and firmware development activities. Report / communicate project progress to stakeholders periodically. Coordinate Firmware / software development activities with stakeholders globally. Assume additional…",https://www.adzuna.in/details/5334343917?utm_medium=api&utm_source=c8890522,18.5062,73.84735,Firmware Developer
Trainee Engineer-2,GE HealthCare,"Bangalore, Karnataka",2025-08-02T10:10:36Z,Engineering Jobs,"Job Description Summary Software engineer is responsible for designing, developing, and testing Embedded Software and Firmware for X-ray generators as well as the software tools necessary for engineering usage within Imaging Sub Systems group of GE Healthcare. Job Description Roles and Responsibilities - Duties include (but are not limited to): - Work closely with systems teams in requirements gathering and software design - Realizing and implementing the shortlisted architecture in SW code in …",https://www.adzuna.in/land/ad/5333852349?se=3DjAGYly8BGV3tq7CpAJQA&utm_medium=api&utm_source=c8890522&v=BBA6339D081F2ECF9763E4F7136D270021957D7A,12.9767936,77.5900820,Firmware Developer
Sr. Engineer - Model Based Development,AGCO Corporation,"Pune, Maharashtra",2025-07-12T10:40:21Z,Engineering Jobs,"Sr. Engineer - Model Based Development Date: Jul 10, 2025 Req ID: 101309 Location: Pune, MH, IN Workplace Type: Hybrid/Remote Do you want to help solve the world's most pressing challenges? Feeding the world's growing population and slowing climate change are two of the world's greatest challenges. AGCO is a part of the solution! Join us to make your contribution. AGCO is looking to hire candidates for the position of Sr. Engineer - Model-based Development (MBD) The Senior Software Engineer - M…",https://www.adzuna.in/land/ad/5299199050?se=3DjAGYly8BGV3tq7CpAJQA&utm_medium=api&utm_source=c8890522&v=157E2E585EDE5F714880704E78150C60663B74AB,18.5062,73.84735,Firmware Developer
Sr Advanced Embedded Engr,Honeywell,"Karnataka, India",2025-07-13T10:38:16Z,Engineering Jobs,"Sr. Advanced Embedded Engr Innovate to solve the world's most important challenges The position is for Sr. Advanced Embedded Engineer for Traffic & ISS group within in Communication, Navigation & Surveillance COE (CNS COE) at HTS India. Be part of a team that designs, develops and integrates highly complex software functions within products team. You will provide technical expertise as a program team leader in the identification and development of new products. You will lead proposals to addres…",https://www.adzuna.in/land/ad/5300567857?se=OEKSHoly8BGyDOfQ7aaPRw&utm_medium=api&utm_source=c8890522&v=D183ED9217A0194ED19BCEF350263AA063DD2DA6,14.325172,76.227524,Firmware Developer
Sr Advanced Embedded Engr,Honeywell,"Bangalore, Karnataka",2025-07-13T10:38:16Z,Engineering Jobs,"Sr. Advanced Embedded Engr Innovate to solve the world's most important challenges The position is for Sr. Advanced Embedded Engineer for Traffic & ISS group within in Communication, Navigation & Surveillance COE (CNS COE) at HTS India. Be part of a team that designs, develops and integrates highly complex software functions within products team. You will provide technical expertise as a program team leader in the identification and development of new products. You will lead proposals to addres…",https://www.adzuna.in/land/ad/5300567859?se=OEKSHoly8BGyDOfQ7aaPRw&utm_medium=api&utm_source=c8890522&v=018AFC330130FF6A0BFB898E4DFBC8B21679A9E0,12.95703,77.59837,Firmware Developer
Systems Engr II,Honeywell,"Bangalore, Karnataka",2025-08-01T10:22:30Z,Engineering Jobs,"Skills: - Minimum of 3-6 years of exp in embedded and Controls Engineering or similar role - Familiarity with computer languages, C/C++, Experience working on embedded software development and embedded software architectures - Design and implement firmware for embedded devices and systems from requirements to production and commercial deployment - - Design, develop, code, test and debug system software - - Protocol hands-on knowledge - UART/I2C/SPI/CAN - - Hands-on experience in setting up and …",https://www.adzuna.in/land/ad/5331277168?se=OEKSHoly8BGyDOfQ7aaPRw&utm_medium=api&utm_source=c8890522&v=31AC0C8B6F6B0BBAAE84C62A633D992843045727,12.95703,77.59837,Firmware Developer
Advanced Embedded Engr,Honeywell,"Bangalore, Karnataka",2025-07-28T10:22:08Z,Engineering Jobs,"Skills: - Minimum of 8-10 years of exp in embedded and Controls Engineering or similar role - Familiarity with computer languages, C/C++, Experience working on embedded software development and embedded software architectures - Design and implement firmware for embedded devices and systems from requirements to production and commercial deployment - - Design, develop, code, test and debug system software - - Protocol hands-on knowledge - UART/I2C/SPI/CAN - - Hands-on experience in setting up and…",https://www.adzuna.in/land/ad/5324932471?se=OEKSHoly8BGyDOfQ7aaPRw&utm_medium=api&utm_source=c8890522&v=0187A0450C954C0F585FC3573C5DE297CEEF9A14,12.9767936,77.5900820,Firmware Developer
