Title,Company,Location,Created,Category,Description,URL,Latitude,Longitude,BestJobRole,mainJOB
Design Leader-Electrical Distribution,Schneider Electric,"Gurgaon, Haryana",2025-07-24T00:12:14Z,Engineering Jobs,"Do you dream of working in a company that driven by meaningful purpose? An inclusive company that empowers you to do best and be innovative? We are looking for Design Leader - Electrical Distribution (ED) & E-House (EH) | Regional Engineering Platform (REP) DELHI Mission: As part of a project team: - Acts as the leader of the technical content of the assigned customer project(s) and/or workpackage(s), and functionally reports to Technical Senior Engineer responsible for the whole technical scop…",https://www.adzuna.in/details/5318363980?utm_medium=api&utm_source=c8890522,28.323996,76.983738,Product Manager – AI-Driven Analytics Tools,Product Manager
Design Leader-Electrical Distribution,Schneider Electric,"Bangalore, Karnataka",2025-07-24T00:12:18Z,Engineering Jobs,"Do you dream of working in a company that driven by meaningful purpose? An inclusive company that empowers you to do best and be innovative? We are looking for Design Leader - Electrical Distribution (ED) & E-House (EH) | Regional Engineering Platform (REP) DELHI Mission: As part of a project team: - Acts as the leader of the technical content of the assigned customer project(s) and/or workpackage(s), and functionally reports to Technical Senior Engineer responsible for the whole technical scop…",https://www.adzuna.in/details/5318364040?utm_medium=api&utm_source=c8890522,12.95703,77.59837,Product Manager – AI-Driven Analytics Tools,Product Manager
Associate Product Manager,Paybooks | A TransPerfect Company,"Bangalore, Karnataka",2025-07-20T07:58:49Z,Engineering Jobs,"About the Team: - Our vision is to create a global HCM platform, augmented with a suite of AI apps to re-imagine the power of talent management. To accomplish this, we are building a highly motivated team, having right mix of curiosity, expertise, and stamina to transform the space! Job responsibilities Build market insight, customer empathy and prepare PRDs. Collaborate with UX, engineering and domain teams to groom user stories. Drive sprint priorities and validate acceptance criteria of deli…",https://www.adzuna.in/details/5313131320?utm_medium=api&utm_source=c8890522,12.9881567,77.6226,Product Manager – AI-Driven Analytics Tools,Product Manager
Associate Product Manager- Electronics/Hardware,HeadFox,"Jaipur, Rajasthan",2025-07-20T07:58:11Z,Engineering Jobs,"Company Description HeadFox, based in Jaipur, is a leading manufacturer of Smart Helmets. Founded in 2017, the company focuses on creating high-quality smart wearable products designed for consumers and institutions worldwide. HeadFox is dedicated to innovation and revolutionizing the market through in-depth research and development. The company continues to deliver groundbreaking, easy-to-use, and affordable smart wearables. Role Description Headfox Innovations Pvt. Ltd. is a fast-growing D2C …",https://www.adzuna.in/details/5313128330?utm_medium=api&utm_source=c8890522,26.7441,75.9469,Product Manager – Smart Lighting Systems,Product Manager
Associate Project Manager - Product Transfer,Stryker,India,2025-07-15T02:26:44Z,Engineering Jobs,"Work Flexibility: Hybrid What you will do: Development of the project charter and management plan. Direct, manage, monitor, and control project. Evaluate tradeoffs within project. Collaborate with project stakeholders to develop, manage and own project scope. Develop and manage the detailed project Gantt chart. Analyze critical path, major workstreams, and intersecting milestones. Collaborate with cross-functional managers to define project budget. Monitor and maintain costs within budget. Deve…",https://www.adzuna.in/details/5302559457?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Product Manager – Embedded Development Kits,Product Manager
Advanced Systems Engr,Honeywell,"Pune, Maharashtra",2025-07-23T09:52:21Z,Engineering Jobs,"Honeywell has introduced Operator Advisor from Experion® Highly Augmented Lookahead Operations (HALO) suite. Experion Operator Advisor (OA) and Operations Assistant is part of Honeywell's comprehensive Operations Excellence service program, which focuses on improving overall operator effectiveness and efficiency. We are looking at passionate, energetic top talent individuals who have will to leading the HALO OA product initiative. Roles and Responsibilities: - Understand customer requirements, …",https://www.adzuna.in/land/ad/5317564810?se=-P_0wJJo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=134FF61D0BE148EFE49CF4CF70273D34986411A6,18.5062,73.84735,Product Manager – Wearable Health Devices,Product Manager
Analog Product Engineer Lead,Texas Instruments,"Bangalore, Karnataka",2025-07-14T09:35:19Z,Engineering Jobs,"Why IPP-MPP IPP-MPP product line offers high performance, innovative and cost-effective power solutions for a broad range of customer applications in enterprise, communications and automotive which include multiple phase DC/DC controllers, smart power stages, and sequencers. In MPP, our mission is to deliver the converter solutions which power large CPU, SOC, ASIC platforms in the rapidly expanding Enterprise Computing/Datacenter market. Target platforms include Intel, AMD, ARM, NVidia and cust…",https://www.adzuna.in/details/5301587471?utm_medium=api&utm_source=c8890522,12.9881567,77.6226,Product Manager – Embedded Control Platforms,Product Manager
Lead Product Engineer,Cadence Systems,India,2025-07-15T02:26:40Z,Engineering Jobs,"At Cadence, we hire and develop leaders and innovators who want to make an impact on the world of technology. Job Title: Lead Product Engineer Location: Bangalore Cadence is a pivotal leader in electronic design, building upon more than 30 years of computational software expertise. The company applies its underlying Intelligent System Design strategy to deliver software, hardware and IP that turn design concepts into reality. Cadence customers are the world’s most innovative companies, deliveri…",https://www.adzuna.in/details/5302559080?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Product Manager – Electronic Safety and Alarm Systems,Product Manager
Lead Product Engineer - MIPI Protocol,Cadence Systems,India,2025-06-29T03:18:54Z,Engineering Jobs,"At Cadence, we hire and develop leaders and innovators who want to make an impact on the world of technology. Job Title: Lead Product Engineer Location: Bangalore/Ahmedabad Cadence is a pivotal leader in electronic design, building upon more than 30 years of computational software expertise. The company applies its underlying Intelligent System Design strategy to deliver software, hardware and IP that turn design concepts into reality. Cadence customers are the world’s most innovative companies…",https://www.adzuna.in/details/5274107800?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Product Manager – Electronic Safety and Alarm Systems,Product Manager
Lead Test Engineer – Product Assurance,Allegion India,"Bangalore, Karnataka",2025-07-13T02:34:52Z,Engineering Jobs,"Creating Peace of Mind by Pioneering Safety and Security At Allegion, we help keep the people you know and love safe and secure where they live, work and visit. With more than 30 brands, 12,000 employees globally and products sold in 130 countries, we specialize in security around the doorway and beyond. Additionally, in 2024 we were awarded the Gallup Exceptional Workplace Award, which recognizes the most engaged workplace cultures in the world. Job Description: Roles & Responsibilities, Abili…",https://www.adzuna.in/details/5300209543?utm_medium=api&utm_source=c8890522,12.95703,77.59837,Product Manager – EdTech Learning Products,Product Manager
Lead Product Validation Engineer,Cadence Systems,India,2025-07-23T02:40:37Z,Engineering Jobs,"At Cadence, we hire and develop leaders and innovators who want to make an impact on the world of technology. Job Title: Lead Product Validation Engineer Location: Noida Cadence is a pivotal leader in electronic design, building upon more than 30 years of computational software expertise. The company applies its underlying Intelligent System Design strategy to deliver software, hardware and IP that turn design concepts into reality. Cadence customers are the world’s most innovative companies, d…",https://www.adzuna.in/details/5317140281?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Product Manager – Electronic Safety and Alarm Systems,Product Manager
Lead DevOps Engineer - Developer Productivity,HighLevel,"Delhi, India",2025-06-28T03:17:27Z,Engineering Jobs,"About Us: HighLevel is an AI powered, all-in-one white-label sales & marketing platform that empowers agencies, entrepreneurs, and businesses to elevate their digital presence and drive growth. We are proud to support a global and growing community of over 2 million businesses, comprised of agencies, consultants, and businesses of all sizes and industries. HighLevel empowers users with all the tools needed to capture, nurture, and close new leads into repeat customers. As of mid 2025, HighLevel…",https://www.adzuna.in/details/5272288688?utm_medium=api&utm_source=c8890522,28.62523,77.224601,Product Manager – AI-Driven Analytics Tools,Product Manager
"Senior Post-Silicon Product Engineer, Silicon Systems Group",Amazon,"Bangalore, Karnataka",2025-07-18T11:43:17Z,Engineering Jobs,"Description Come join Amazon Devices and work within Amazon Lab126, where top engineers, researchers, and scientists invent, design, and build Amazon's new consumer electronics devices and services. Amazon Lab126 has produced the best-selling Kindle devices, the ground breaking Fire tablets and Fire TV, and the revolutionary Echo. We are seeking a seasoned Senior Post-Silicon Product Engineer to lead and execute critical post-silicon validation, characterization, and production ramp activities …",https://www.adzuna.in/land/ad/5309606595?se=Ng6QypJo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=67D2D80EE959199C407F080F0727C6847EEE7F57,12.9881567,77.6226,Product Manager – Wearable Health Devices,Product Manager
Lead Software Engineer,The Boeing Company,"Bangalore, Karnataka",2025-07-11T04:03:57Z,Engineering Jobs,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. Overview As a leading global aerospace company, Boeing develops, manufactures and services commercial airplanes, defense products and space systems for customers in more than 150 countries. As a top U.S. exporter, the company lev…",https://www.adzuna.in/land/ad/5296918245?se=Ng6QypJo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=D8F3BAC0059C0C4E894FFA45709BE75DDACFD92A,12.9881567,77.6226,Product Manager – Defense Grade Systems,Product Manager
Lead Engineer - Material Planner,GE Vernova,"Tamil Nadu, India",2025-07-18T11:44:15Z,Engineering Jobs,"Job Description Summary As Product Lifecycle Engineer, you will work with the Valve Design Team Leader. The successful candidate will be part of a highly motivated, dynamic and rapidly growing team of engineers working on the project activities related to HVDC applications. This is a very exciting and dynamic field of power engineering in which GE's leading contribution has worldwide recognition. The Role will focus on material data and Bill of Material (BoM) management within our ERP (SAP) sys…",https://www.adzuna.in/land/ad/5309606965?se=Ng6QypJo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=5B10E5546760FA7889D046542BD4D8FB00633869,10.989607,78.607338,Product Manager – Wearable Health Devices,Product Manager
Sr Staff Engineer- ATE Logic/DFT/BSCAN pattern specification and pattern generation lead,Renesas,"Hyderabad, Telangana",2025-07-12T10:46:12Z,Engineering Jobs,"Sr Staff Engineer- ATE Logic/DFT/BSCAN pattern specification and pattern generation lead Job Description - Post-Silicon ATE Lead to lead and manage post-silicon validation and production testing efforts using ATE platforms. This role requires strong technical expertise in silicon characterization, test development, and working closely with cross-functional teams including design, DFT, packaging, and product engineering. Own and lead post-silicon validation and ATE characterization for silicon d…",https://www.adzuna.in/land/ad/5299205431?se=qsmu0ZJo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=E7569FD2E9862E295E60AAD11B3C07567DCA419D,17.40275,78.50806,Product Manager – Embedded Development Kits,Product Manager
Manufacturing Engineering Lead,Eaton Corporation,"Bangalore, Karnataka",2025-06-26T23:40:14Z,Engineering Jobs,"What you'll do: Providing technical leadership to the manufacturing engineering staff. Leading multiple large scale transition and NPI projects within the plant while working with the global teams. Facilitating 8D problem solving, investigating and troubleshooting issues, and presenting conclusions to internal and external customers. Ensure individual and group project objectives are met. Prepares/reviews documents including cost estimates, capital appropriation requests, project schedules, des…",https://www.adzuna.in/land/ad/5269937558?se=qsmu0ZJo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=D919F16AB2373C89A7A243B755C23A94F4611241,12.95703,77.59837,Product Manager – Wearable Health Devices,Product Manager
Sr Staff Engineer- ATE Logic/DFT/BSCAN pattern specification and pattern generation lead,Renesas Electronics,"Hyderabad, Telangana",2025-07-13T03:49:42Z,Engineering Jobs,"Job Description Post-Silicon ATE Lead to lead and manage post-silicon validation and production testing efforts using ATE platforms. This role requires strong technical expertise in silicon characterization, test development, and working closely with cross-functional teams including design, DFT, packaging, and product engineering. Own and lead post-silicon validation and ATE characterization for silicon devices (SoC/MCU/ASIC). Develop and debug ATE test programs for characterization, qualificat…",https://www.adzuna.in/details/5300279701?utm_medium=api&utm_source=c8890522,17.40275,78.50806,Product Manager – Embedded Development Kits,Product Manager
Associate Software Engineer -C/C++ & Python Developer,The Boeing Company,"Bangalore, Karnataka",2025-07-17T10:37:27Z,Engineering Jobs,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. As a leading global aerospace company, Boeing develops, manufactures and services commercial airplanes, defense products and space systems for customers in more than 150 countries. As a top U.S. exporter, the company leverages th…",https://www.adzuna.in/land/ad/5307821378?se=qsmu0ZJo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=4B876FE27BF174DFE6F632B6D1FB97328CDB5D5B,12.9881567,77.6226,Product Manager – Defense Grade Systems,Product Manager
Weekend Drive -2nd August - Digital IT Positions,Flowserve Corporation,"Bangalore, Karnataka",2025-07-16T10:38:21Z,Engineering Jobs,"Flowserve is a world-leading manufacturer and aftermarket service provider of comprehensive flow control systems. Join a company whose people are committed to building a more sustainable future to make the world better for everyone. With 16,000 employees in 50 countries, we combine our global reach with local presence. Our team challenges themselves to approach each situation with ingenuity and creativity to help provide our customers with the most innovative flow control products and services.…",https://www.adzuna.in/land/ad/5305889644?se=qsmu0ZJo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=6297DE870E162ECEEAF2EE8818E46919D45653C0,12.9881567,77.6226,Product Manager – Embedded Control Platforms,Product Manager
Lead Engineer Combustion Aero Design,GE Aerospace,"Bangalore, Karnataka",2025-07-20T12:00:38Z,Engineering Jobs,"Job Description Summary GE Aerospace is an industry leader in design and manufacturing of gas turbine engines for aviation and land-based applications, with deep commitment to inventing the future of flight, safety, and technology. The company is pioneering significant advances in next generation engine technologies through its RISE program that aims to significantly reduce fuel burn and emissions, and create sustainable aviation technology. GE Aerospace Bangalore is looking for young and brigh…",https://www.adzuna.in/land/ad/5313258838?se=qsmu0ZJo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=1DA3ECA27EAD4EAF1524178BC075C2F9448EEED9,12.9881567,77.6226,Product Manager – Automotive Safety Modules,Product Manager
Experienced Software Engineer -C/C++ & Python Developer,The Boeing Company,"Bangalore, Karnataka",2025-07-17T10:37:27Z,Engineering Jobs,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. As a leading global aerospace company, Boeing develops, manufactures and services commercial airplanes, defense products and space systems for customers in more than 150 countries. As a top U.S. exporter, the company leverages th…",https://www.adzuna.in/land/ad/5307821373?se=qsmu0ZJo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=9A0F87807F411DF6D1CA743597BA7C050BD05D82,12.9881567,77.6226,Product Manager – Defense Grade Systems,Product Manager
Assistant Manager of Product Development,Naman Staffing,"Vadodara, Gujarat",2025-07-20T07:59:35Z,Engineering Jobs,Job Title: Assistant Manager – (Solar) Product Engineering – Design and Development Job Location: Vadodara - Gujarat Job Function: Product Engineering – Design and Development Experience: 5 Years Job Description: Our client is into various Solar product range which includes the reliable solar PV connectors and solar junction boxes. Job Requirements : Experience – Minimum 05 Years of experience into the design and development of electrical components with a focus on solar PV systems. Proficiency…,https://www.adzuna.in/details/5313134896?utm_medium=api&utm_source=c8890522,22.2891,73.1924,Product Manager – Embedded Development Kits,Product Manager
"Lead, Technical Program Manager",Mastercard,"Pune, Maharashtra",2025-07-17T10:38:18Z,Engineering Jobs,"Our Purpose Mastercard powers economies and empowers people in 200 countries and territories worldwide. Together with our customers, we're helping build a sustainable economy where everyone can prosper. We support a wide range of digital payments choices, making transactions secure, simple, smart and accessible. Our technology and innovation, partnerships and networks combine to deliver a unique set of products and services that help people, businesses and governments realize their greatest pot…",https://www.adzuna.in/land/ad/5307822382?se=sBPB4pJo8BG13rKjgzy-6Q&utm_medium=api&utm_source=c8890522&v=B7A757679930776D649B84D3088421239990A4CB,18.5062,73.84735,Product Manager – Consumer Electronics Innovation,Product Manager
Senior Technical Program Manager,Amazon,"Hyderabad, Telangana",2025-07-03T01:43:47Z,Engineering Jobs,"Description Are you ready to revolutionize environmental compliance in global e-commerce? Come join us. Our team is revolutionizing how Amazon helps sellers meet their environmental responsibilities across global markets. As the Sr. TPM for our Extended Producer Responsibility (EPR) - Pay on Behalf (PoB) program, you'll lead the development of innovative solutions that enable seamless environmental compliance for Amazon's sellers while driving sustainable practices across the e-commerce ecosyst…",https://www.adzuna.in/land/ad/5280443456?se=sBPB4pJo8BG13rKjgzy-6Q&utm_medium=api&utm_source=c8890522&v=172AA7CA0B953FC45326E8704E58E1C964767B7F,17.40275,78.50806,Product Manager – Embedded Development Kits,Product Manager
"Technical Program Manager, Search Platform",Google,"Bangalore, Karnataka",2025-07-03T01:45:58Z,Engineering Jobs,"Minimum qualifications: - Bachelor's degree in a technical field, or equivalent practical experience. - 2 years of experience in program management. Preferred qualifications: - 2 years of experience managing cross-functional or cross-team projects. - Experience with technical acumen and Machine Learning. - Experience in Program Management, Stakeholder Management, Risk Management, Communication, Communication Strategy, Strategic Partnerships, Strategic Planning and Project Execution. - Ability t…",https://www.adzuna.in/land/ad/5280444971?se=sBPB4pJo8BG13rKjgzy-6Q&utm_medium=api&utm_source=c8890522&v=D7AE37A6821077D97A6C6B5DBC01E32CD0D71810,12.9881567,77.6226,Product Manager – Defense Communication Equipment,Product Manager
"Technical Program Manager, Alexa Smart Home",Amazon,"Bangalore, Karnataka",2025-07-11T04:03:42Z,Engineering Jobs,"Description The Alexa Smart Home team is looking for a passionate, results-oriented Technical Program Manager who will be responsible for delivering engaging and innovative smart home features for our customers. Do you enjoy the challenge and ownership that comes from driving complex, cross-functional and cross-organizational projects? Are you equally comfortable digging into business requirements, product planning, and drilling into technical architecture and design? This job may be for you! K…",https://www.adzuna.in/land/ad/5296918111?se=NNCB5pJo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=EE097D48DE457EBB237D2AF0F0CAC5503011FAAB,12.9881567,77.6226,Product Manager – Smart Lighting Systems,Product Manager
"Sr. Technical Program Manager, Transportation Financial Systems",Amazon,"Hyderabad, Telangana",2025-07-12T10:40:49Z,Engineering Jobs,"Description Transportation Financial Systems (TFS) team is looking for a talented and highly motivated Sr. Technical Program Manager (TPM) who enjoy solving challenging and complex business problems at Amazon scale. Key job responsibilities: The right candidate will possess a strong program management background, has experience leading large projects, and has a well-rounded technical background in current technologies. As a Sr. Technical Program Manager, your responsibilities will include writi…",https://www.adzuna.in/land/ad/5299199146?se=NNCB5pJo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=D551F53942C385C6348C2AAB9981DCD5D36C4655,17.40275,78.50806,Product Manager – Smart Lighting Systems,Product Manager
"Sr. Technical Program Manager, Transportation Financial Systems",Amazon,"Bangalore, Karnataka",2025-07-12T10:40:49Z,Engineering Jobs,"Description Transportation Financial Systems (TFS) team is looking for a talented and highly motivated Sr. Technical Program Manager (TPM) who enjoy solving challenging and complex business problems at Amazon scale. Key job responsibilities: The right candidate will possess a strong program management background, has experience leading large projects, and has a well-rounded technical background in current technologies. As a Sr. Technical Program Manager, your responsibilities will include writi…",https://www.adzuna.in/land/ad/5299199205?se=NNCB5pJo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=5AACF7752CD1EA27EAF3E1204560CFFB926AC73D,12.95703,77.59837,Product Manager – Smart Lighting Systems,Product Manager
Technical Project Program Management,Applied Materials,"Bangalore, Karnataka",2025-07-18T11:43:24Z,Engineering Jobs,"Who We Are Applied Materials is the global leader in materials engineering solutions used to produce virtually every new chip and advanced display in the world. We design, build and service cutting-edge equipment that helps our customers manufacture display and semiconductor chips - the brains of devices we use every day. As the foundation of the global electronics industry, Applied enables the exciting technologies that literally connect our world - like AI and IoT. If you want to work beyond …",https://www.adzuna.in/land/ad/5309606623?se=NNCB5pJo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=64F99EE5D107623D1F4D877463726C248B860E77,12.95703,77.59837,Product Manager – Defense Communication Equipment,Product Manager
"Principal Technical Program Manager, WW Returns & ReComm Tech (I/O)",Amazon,"Hyderabad, Telangana",2025-07-20T11:59:31Z,Engineering Jobs,"Description WW R&R is an agile, innovative organization dedicated to 'making zero happen' to benefit our customers, our company, and the environment. Our goal is to achieve the three zeroes: zero cost of returns, zero waste, and zero defects. We do this by developing groundbreaking products and driving unparalleled operational excellence to help customers keep what they buy, recover returned and damaged product value, keep thousands of tons of waste from landfills, and create the best customer …",https://www.adzuna.in/land/ad/5313258388?se=NNCB5pJo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=082590BBF5500980F1AE082A011C1D5791E72EB9,17.40275,78.50806,Product Manager – EdTech Learning Products,Product Manager
"Technical Infrastructure Program Manager II, GREF - Workplace Design & Construction (WD&C)",Amazon,"Hyderabad, Telangana",2025-07-16T10:37:49Z,Engineering Jobs,"Description Are you interested in a challenge that will reward your unique blend of technology and construction program management skills? Are you excited by the opportunity to be central in addressing significant business-impacting processes? Do you enjoy the challenge and ownership that comes from delivering enterprise, cross-functional, technical programs? Are you flexible, hard-working and a good communicator? As a Technical Infrastructure Program Manager for GREF (Global Real Estate & Faci…",https://www.adzuna.in/land/ad/5305887927?se=TnBU65Jo8BG13rKjgzy-6Q&utm_medium=api&utm_source=c8890522&v=37418EDEE5413D9C88717AD11BDE748A6202DF00,17.40275,78.50806,Product Manager – Wearable Health Devices,Product Manager
"Technical Infrastructure Program Manager II, GREF - Workplace Design & Construction (WD&C)",Amazon,"Bangalore, Karnataka",2025-07-16T10:37:47Z,Engineering Jobs,"Description Are you interested in a challenge that will reward your unique blend of technology and construction program management skills? Are you excited by the opportunity to be central in addressing significant business-impacting processes? Do you enjoy the challenge and ownership that comes from delivering enterprise, cross-functional, technical programs? Are you flexible, hard-working and a good communicator? As a Technical Infrastructure Program Manager for GREF (Global Real Estate & Faci…",https://www.adzuna.in/land/ad/5305887794?se=TnBU65Jo8BG13rKjgzy-6Q&utm_medium=api&utm_source=c8890522&v=BE254986AB78FD9B8B734A4624FD45593486B864,12.9881567,77.6226,Product Manager – Wearable Health Devices,Product Manager
Technical Program Manager,Abacus.AI,India,2025-07-20T07:59:25Z,Engineering Jobs,"We're looking for a Technical Program Manager with 3–4 years of experience to lead and deliver complex technical projects end-to-end. You should be hands-on with code, comfortable working with engineering teams, and able to drive execution across multiple workstreams. Requirements: Must be able to work and have overlap until 11:00 AM PST / 11:30 PM IST . Compensation: ₹50–60 LPA",https://www.adzuna.in/details/5313133787?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Product Manager – Wearable Health Devices,Product Manager
Senior Engineer - Product Design,Emerson,"Pune, Maharashtra",2025-07-04T02:08:00Z,Engineering Jobs,"Job Summary We are seeking a skilled Product Design Engineer to join our dynamic Engineering team. You will be responsible for product design, Engineering calculations, DMFEA, Engineering deliverables and Model & drawing creation. In This Role, Your Responsibilities Will Be: - Understand Project / Work Scope, plan and deliver quality output / deliverables to meet the expected schedule and timeline - Design & Engineering changes - Work on selected design projects as a member. - Review drawings G…",https://www.adzuna.in/land/ad/5282450267?se=tn4kR4xo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=56DE426D4758579C9EFFCC63A423A181E4B0E052,18.5062,73.84735,Product Designer – Power Quality Monitoring Devices,Product Designer
Engineer I - Product Design,Emerson,"Pune, Maharashtra",2025-07-05T02:14:59Z,Engineering Jobs,"Job Summary This role will be responsible for supporting and reviewing engineering changes or modifications related to product structure, standardization, and product orderability. Identify areas to automate manual efforts to increase productivity, quality using SolidWorks & other tools Who You Are: You must be committed to self-development means you must look for ways to build skills that you will need in the future. You must learn and grow from experience. Opportunities will be available and …",https://www.adzuna.in/land/ad/5285821707?se=tn4kR4xo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=A5B9B19810626C025FA3CA67E5921C2B885F0C52,18.5062,73.84735,Product Designer – Power Quality Monitoring Devices,Product Designer
Sr. Test Engineer (Hardware Product Designing),TE Connectivity,"Bangalore, Karnataka",2025-07-16T10:40:17Z,Engineering Jobs,"Sr. Test Engineer (Hardware Product Designing) At TE, you will unleash your potential working with people from diverse backgrounds and industries to create a safer, sustainable and more connected world. Job Overview TE Connectivity's Quality and Reliability Engineering Teams analyze the ability of product and production systems to comply with customer and contractual requirements through established reliability factors. They design, recommend revisions and install quality control systems, devel…",https://www.adzuna.in/land/ad/5305892805?se=tn4kR4xo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=528ADA2BB53CD8EF328D90FA0FD4676F314330BA,12.95703,77.59837,Product Designer – Power Quality Monitoring Devices,Product Designer
Product Designer,ABL EDUCATION,"Noida, Ghaziabad",2025-07-20T07:58:22Z,Engineering Jobs,"We are looking for a highly creative and technically skilled Product Designer with a strong background in designing educational kits for the EdTech industry, particularly those involving robotics kits built using metallic and mechanical components. The ideal candidate should be passionate about hands-on STEM learning and capable of translating complex concepts into intuitive, durable, and learner-friendly product designs. Key Responsibilities: Design and develop metallic and mechanical part-bas…",https://www.adzuna.in/details/5313129571?utm_medium=api&utm_source=c8890522,28.56579,77.3225,Product Development Engineer – Wearable Biomedical Devices,Product Designer
Product Development Engineer,Continental,"Sonipat, Haryana",2025-07-16T10:38:13Z,Engineering Jobs,"ContiTech India Private Limited is a part of Industrial Solution IAPAC of ContiTech AG, which in turn is part of holding company Continental Corporation, Germany. The company was incorporated on 05th November 1992. The registered office is located in New Delhi and the plant is located at Village Badkhalsa, Sonepat, Haryana. Our company is a global leader in the processing of technical rubber and plastics and offers a wide range of innovative and precise products.The company in Sonipat It has ar…",https://www.adzuna.in/land/ad/5305889312?se=Ylf2Soxo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=5D091B5408A4945D7A6D410AD0B48436990441ED,29.00535,76.99434,Product Designer – Industrial Automation Controllers,Product Designer
Product Development Engineer,Curefit,"Ludhiana, Punjab",2025-07-02T22:11:17Z,Engineering Jobs,Curefit Healthcare Pvt Ltd founded in 2016 is Indias largest fitness company and wellness platform Cult from the house of Curefit was established with a mission to make fitness easy fun and accessible to everyone and has emerged as a community celebrating the joy of fitness The brand today offers a range of fitness services ranging from group workouts gyms and personalized fitness solutions as well as an expansive selection of quality fitness products for the everyday athlete The companys visio…,https://www.adzuna.in/details/5280253072?utm_medium=api&utm_source=c8890522,30.87515,76.0744,Product Designer – Power Quality Monitoring Devices,Product Designer
Product Development Engineer,Curefit,"Ludhiana, Punjab",2025-06-28T07:02:28Z,Engineering Jobs,"Curefit Healthcare Pvt Ltd, founded in 2016, is India’s largest fitness company and wellness platform. Cult, from the house of Curefit, was established with a mission to make fitness easy, fun and accessible to everyone, and has emerged as a community celebrating the joy of fitness. The brand today offers a range of fitness services ranging from group workouts, gyms and personalized fitness solutions, as well as an expansive selection of quality fitness products for the everyday athlete. The co…",https://www.adzuna.in/details/5272411296?utm_medium=api&utm_source=c8890522,30.87515,76.0744,Product Designer – Power Quality Monitoring Devices,Product Designer
Product Development Engineer,SPX FLOW,India,2025-07-01T16:20:53Z,Engineering Jobs,"Position Title- Product Development Engineer Location -Pune GENERAL SUMMARY Responsible for mechanical design, validation & documentation during new product development. Specifies precise new product functional requirements; designs, tests and integrates components to produce final designs; and evaluates the design's overall effectiveness, cost, reliability, and safety. Creates and reviews material part specifications and bills of materials. Collaborates with internal manufacturing partners, co…",https://www.adzuna.in/details/5277208472?utm_medium=api&utm_source=c8890522,22.3511148,78.6677428,Product Designer – Railway Safety Controllers,Product Designer
Product Development Engineer,Ksb Tech,"Pune, Maharashtra",2025-07-17T02:31:12Z,Engineering Jobs,"1. Execution of technical studies, calculations, value engineering etc 2. Design & development of new products 3. Providing 3D CAD models, technical drawings, documentation (e.g. TIB), and specifications for foundry, procurement, manufacturing, and sales. 4. Processing of offer permit request 5. Preparing all technical inputs for Parts list, and maintaining them for respective sizes and their variants. 6. Supporting other departments like Product Management, Sales, Manufacturing, Purchase, in c…",https://www.adzuna.in/details/5307274997?utm_medium=api&utm_source=c8890522,18.5062,73.84735,Product Designer – Battery Management Systems,Product Designer
