"Title","Company","Location","Created","Category","URL","Latitude","Longitude"
"Product Marketing Manager, watsonx.data, Data and AI","IBM","Bangalore, Karnataka","2025-06-25T23:40:50Z","IT Jobs","https://www.adzuna.in/land/ad/5267897648?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=C61D18D8F7CE74AF82F06000A30AD30FFAB4A960","12.95703","77.59837"
"AWS Data Engineer with Data modelling","Cognizant","Bangalore, Karnataka","2025-06-28T23:43:56Z","IT Jobs","https://www.adzuna.in/land/ad/5273720497?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=55401352E58C8688241A43B1A757B584BD2ACF3A","12.95703","77.59837"
"Principal Engineer","Sage","Bangalore, Karnataka","2025-06-26T23:41:18Z","IT Jobs","https://www.adzuna.in/land/ad/5269962419?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=ED019FB97FF7AC1DE94920757BE536B3E8F25593","12.95703","77.59837"
"SAP Data Architect","Advanced Energy","Pune, Maharashtra","2025-05-28T23:23:23Z","IT Jobs","https://www.adzuna.in/land/ad/5220270359?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=919CAE1961F5737F37962163E21CE28267FB466B","18.5062","73.84735"
"Lead Business Analyst - ISO 20022/ISO 8583, Swift","Mastercard","Pune, Maharashtra","2025-07-11T04:05:39Z","IT Jobs","https://www.adzuna.in/land/ad/5296919550?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=202D8147C41DB038E2E6978E87BDC360C2BFE642","18.5062","73.84735"
"Java Full Stack Lead Engineer (Java Spring Boot, Angular, Docker/Kubernetes, AWS, PostgreSQL, Oracle) - Assistant Vice President - C12 - Pune","Citigroup","Pune, Maharashtra","2025-07-05T02:14:32Z","IT Jobs","https://www.adzuna.in/land/ad/5285820500?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=9EFDCE46202C8889D098023C65980F98F1F671BB","18.5062","73.84735"
"Front-end (UI) - Lead Engineer","Ford Motor Company","Bangalore, Karnataka","2025-07-06T02:11:13Z","IT Jobs","https://www.adzuna.in/land/ad/5288140496?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=B83F161111124F110B2E5E685530936FD664515F","12.95703","77.59837"
"Data Engineer","Amgen","Hyderabad, Telangana","2025-07-13T10:38:01Z","IT Jobs","https://www.adzuna.in/land/ad/5300567101?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=040B898225964117994155C3FA1A692B901C2027","17.40275","78.50806"
"Sr Software Engineer","GE HealthCare","Bangalore, Karnataka","2025-07-17T10:37:51Z","IT Jobs","https://www.adzuna.in/land/ad/5307821721?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=24CAD2AED74E285EB00A6B29AC173FD94C9D9CC8","12.9767936","77.5900820"
"Senior Software Engineer - Full Stack","Microsoft Corporation","Bangalore, Karnataka","2025-07-18T11:44:54Z","IT Jobs","https://www.adzuna.in/land/ad/5309607349?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=739C89CB95705F6E3702F546BF002DBD709A718E","12.95703","77.59837"
"Project Design Lead","Schneider Electric","India","2025-06-27T03:12:58Z","Engineering Jobs","https://www.adzuna.in/details/5270417470?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Senior Software Engineer I","UnitedHealth Group","Noida, Ghaziabad","2025-05-30T23:26:55Z","IT Jobs","https://www.adzuna.in/land/ad/5223737058?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=B1D0F779782C01DE4552762C121D9489355F8E14","28.56579","77.3225"
"Senior Software Engineer I","UnitedHealth Group","Hyderabad, Telangana","2025-07-10T04:16:24Z","IT Jobs","https://www.adzuna.in/land/ad/5294884428?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=B028BA254630FEC44DC1A9D57725B5D4A09905D0","17.40275","78.50806"
"Technical Architect - Enterprise Backup Product","IDrive Software India Pvt Ltd","Bangalore, Karnataka","2025-06-21T08:52:09Z","IT Jobs","https://www.adzuna.in/details/5260944817?utm_medium=api&utm_source=c8890522","12.9767936","77.5900820"
"Senior Data Engineer","Labcorp","Bangalore, Karnataka","2025-06-10T23:45:57Z","IT Jobs","https://www.adzuna.in/land/ad/5243075316?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=712571140711B1AB8097A11EDD063535F15E2480","12.95703","77.59837"
"AWS Data Engineer","Cognizant","Bangalore, Karnataka","2025-06-28T23:43:56Z","IT Jobs","https://www.adzuna.in/land/ad/5273720503?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=F473A4BF0E0CE17FFBB75DC4B70CD8BFE4861D50","12.95703","77.59837"
"Senior Solution Architect Manager - Spec","FM India","Bangalore, Karnataka","2025-07-19T08:31:34Z","IT Jobs","https://www.adzuna.in/land/ad/5311559828?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=A6B8FE5579666FCFC32F14BFA22C8EF942435985","12.9767936","77.5900820"
"Lead Software Engineer - Systems","Freshworks","Hyderabad, Telangana","2025-07-02T04:52:48Z","IT Jobs","https://www.adzuna.in/details/5278751150?utm_medium=api&utm_source=c8890522","17.40275","78.50806"
"Principal Data Engineer (Java | AWS |SPARK |KAFKA | MySQL | ElasticSearch)","Trellix","Bangalore, Karnataka","2025-06-13T23:51:04Z","IT Jobs","https://www.adzuna.in/land/ad/5249027994?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=2B51CE1F446AB5ED1FA397806B90D2D8EA3F2363","12.95703","77.59837"
"Development Architect","SAP","Bangalore, Karnataka","2025-07-18T11:45:35Z","IT Jobs","https://www.adzuna.in/land/ad/5309607808?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=CCA952998AB950F9E280C0239EF7B6D608B821B5","12.95703","77.59837"
"Senior UI Developer","SAP","Bangalore, Karnataka","2025-07-05T02:23:39Z","IT Jobs","https://www.adzuna.in/land/ad/5285831470?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=AAC3AB8E62C299A12297E37F4DD141D44E1D9DD7","12.95703","77.59837"
"Technical Support Professional","IBM","Bangalore, Karnataka","2025-07-16T10:38:58Z","IT Jobs","https://www.adzuna.in/land/ad/5305890809?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=4855CA8C943B03445D5025D04746F1C606845C69","12.95703","77.59837"
"Specialist IS Analyst","Amgen","Hyderabad, Telangana","2025-02-07T06:29:17Z","IT Jobs","https://www.adzuna.in/land/ad/5040418961?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=64132F8BF7443F8B603E7EC696E21CF0376FE7DB","17.40275","78.50806"
"Principal Engineer, Systems Design Verification Engineering- Advanced Python with thorough OOPS and Design concepts, Tools Development in Validation Environment, Strong Memory Concepts (Nand, SSD)","Sandisk","Bangalore, Karnataka","2025-07-03T04:56:54Z","Engineering Jobs","https://www.adzuna.in/details/5280629453?utm_medium=api&utm_source=c8890522","12.9767936","77.5900820"
"Technical Architect","Kezan consulting","Ahmedabad, Gujarat","2025-06-06T20:45:34Z","IT Jobs","https://www.adzuna.in/details/5236365900?utm_medium=api&utm_source=c8890522","23.042","72.59465"
"Senior Software Engineer I - Java, Big Data, Python","UnitedHealth Group","Hyderabad, Telangana","2025-04-26T23:06:43Z","IT Jobs","https://www.adzuna.in/land/ad/5164417327?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=E47A27CCDB862B815D164FC08048D6BB1541D075","17.40275","78.50806"
"Applied Science Manager, SSG Science","Amazon","Bangalore, Karnataka","2025-06-24T23:41:44Z","Scientific & QA Jobs","https://www.adzuna.in/land/ad/5266060748?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=2D911711AC1744E35AC007B2C772F3BD4141A280","12.9767936","77.5900820"
"Technical Support Professional","IBM","Bangalore, Karnataka","2025-07-05T02:15:44Z","IT Jobs","https://www.adzuna.in/land/ad/5285822461?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=9E8DD830A3D9ABC1A6DBB2A9AB85686FD5043D3A","12.95703","77.59837"
"Sr Software Eng Manager","Honeywell","Hyderabad, Telangana","2025-07-11T04:04:56Z","IT Jobs","https://www.adzuna.in/land/ad/5296919062?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=C6A840EA07A64BA951E52A4869E86743F3843494","17.40275","78.50806"
"Architect","Danfoss","India","2025-07-07T02:08:26Z","Engineering Jobs","https://www.adzuna.in/land/ad/5289398100?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=5E17E658C52FD7BA5F920662FA2D8A5CC08CF243","22.3511148","78.6677428"
"Principal Software Engineer (Java, AWS)","Autodesk","Pune, Maharashtra","2025-02-18T22:30:32Z","IT Jobs","https://www.adzuna.in/land/ad/5055144914?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=C5AFF9079F4CD3375096A170ADE21D9224F11AAF","18.5062","73.84735"
"Software Engineer (Full Stack)","Autodesk","Bangalore, Karnataka","2025-06-19T23:44:42Z","IT Jobs","https://www.adzuna.in/land/ad/5258439996?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=F0C24056369F35659513D8F20E7DE2B66E981531","12.9767936","77.5900820"
